Campaign_ID,Customer_ID,Source,Medium,New_Users
22,CUST0132,Google,Direct,1
50,CUST1826,Facebook,Social,0
46,CUST2556,Instagram,Social,1
52,CUST2065,YouTube,Paid,1
44,CUST4032,Google,Referral,0
32,CUST0547,Instagram,Paid,1
4,CUST2065,Facebook,Organic,1
36,CUST1594,Facebook,Social,0
17,CUST1088,Google,Direct,1
10,CUST4307,Google,Direct,1
15,CUST1448,YouTube,Organic,1
49,CUST3158,Google,Direct,0
15,CUST4490,Instagram,Organic,0
45,CUST4490,YouTube,Paid,0
2,CUST4737,YouTube,Organic,1
48,CUST1593,Google,Social,1
19,CUST3378,Facebook,Social,1
33,CUST0075,Google,Direct,1
2,CUST1230,Google,Direct,0
56,CUST2351,Facebook,Email,1
22,CUST0374,Instagram,Organic,0
6,CUST0206,Instagram,Email,1
39,CUST4573,Google,Direct,0
18,CUST2922,Facebook,Paid,1
38,CUST1109,Google,Organic,1
11,CUST0966,YouTube,Paid,0
3,CUST0641,Google,Direct,0
54,CUST4715,Facebook,Email,0
3,CUST1775,Google,Social,0
33,CUST1871,Instagram,Social,0
55,CUST1484,Facebook,Email,1
12,CUST2519,Instagram,Email,1
9,CUST0747,Google,Social,0
29,CUST4416,Facebook,Email,1
26,CUST4645,Instagram,Social,1
58,CUST0066,Google,Email,1
28,CUST3220,Google,Direct,0
4,CUST1799,Google,Referral,1
15,CUST0024,Facebook,Paid,0
26,CUST3374,Google,Social,0
23,CUST3770,Instagram,Organic,1
35,CUST2543,Google,Organic,0
35,CUST3437,Google,Direct,1
38,CUST0171,Facebook,Referral,0
3,CUST2285,Google,Direct,1
50,CUST0464,Facebook,Email,0
23,CUST0046,Facebook,Organic,0
8,CUST4822,Facebook,Social,1
54,CUST3074,Facebook,Referral,1
5,CUST1638,Instagram,Paid,0
39,CUST3278,Google,Social,1
56,CUST2128,YouTube,Referral,0
50,CUST0520,Google,Referral,0
5,CUST3036,YouTube,Email,1
50,CUST1987,Google,Direct,1
48,CUST0902,Facebook,Email,1
56,CUST1261,Google,Direct,0
57,CUST4885,Facebook,Referral,0
46,CUST0560,Google,Social,1
52,CUST0333,Google,Direct,1
30,CUST4325,Instagram,Referral,1
8,CUST4363,Google,Direct,0
2,CUST2140,Google,Direct,0
25,CUST4098,YouTube,Social,1
31,CUST4705,Instagram,Email,0
47,CUST2791,Facebook,Paid,1
13,CUST3430,Google,Paid,1
54,CUST2204,Google,Direct,1
9,CUST2530,Google,Direct,1
52,CUST4168,Facebook,Social,0
54,CUST0687,Google,Social,1
43,CUST2174,Google,Direct,0
18,CUST1633,Google,Social,0
40,CUST1600,Facebook,Paid,1
53,CUST4061,Google,Paid,1
12,CUST4758,Google,Direct,0
53,CUST4024,Google,Direct,0
10,CUST0236,Facebook,Paid,0
3,CUST2432,YouTube,Email,1
51,CUST2158,YouTube,Referral,0
56,CUST1805,Facebook,Organic,1
47,CUST4273,Facebook,Paid,0
25,CUST0643,Google,Paid,0
2,CUST2927,Facebook,Social,0
29,CUST4712,Google,Direct,1
30,CUST4253,YouTube,Organic,0
36,CUST0748,Instagram,Organic,1
28,CUST2492,Google,Organic,0
47,CUST0399,Instagram,Organic,0
3,CUST3877,Facebook,Email,1
52,CUST4446,Google,Organic,1
46,CUST0487,Google,Direct,0
27,CUST4823,YouTube,Paid,1
59,CUST2331,Google,Direct,1
15,CUST0975,Instagram,Organic,1
48,CUST4348,Instagram,Email,0
49,CUST1018,Google,Direct,0
54,CUST1060,YouTube,Organic,1
44,CUST0729,Google,Direct,0
57,CUST0125,Instagram,Organic,1
7,CUST4008,Instagram,Referral,1
13,CUST2755,YouTube,Organic,0
57,CUST4000,Facebook,Paid,0
6,CUST3424,Instagram,Social,0
35,CUST0226,Instagram,Paid,1
34,CUST4079,Instagram,Organic,0
6,CUST2075,Google,Direct,1
21,CUST0182,Facebook,Social,0
44,CUST4057,Facebook,Email,1
34,CUST1697,Google,Referral,0
25,CUST1953,Facebook,Social,0
10,CUST1969,Google,Email,1
47,CUST4555,YouTube,Paid,1
3,CUST3947,Google,Direct,1
13,CUST0236,Google,Direct,0
7,CUST2284,Google,Direct,0
54,CUST2811,YouTube,Social,0
6,CUST3933,YouTube,Paid,1
49,CUST2153,Facebook,Social,0
38,CUST4601,YouTube,Paid,1
47,CUST1777,Google,Email,0
31,CUST2739,YouTube,Paid,1
55,CUST4081,Instagram,Email,1
9,CUST2173,YouTube,Social,0
10,CUST2657,YouTube,Email,0
47,CUST0776,YouTube,Organic,0
41,CUST3529,Google,Social,1
24,CUST0976,Google,Direct,0
55,CUST1971,Google,Paid,0
17,CUST2600,Instagram,Referral,1
43,CUST0590,Instagram,Paid,0
27,CUST3151,Google,Social,0
27,CUST3933,Instagram,Organic,0
50,CUST1628,Facebook,Email,0
45,CUST2068,Google,Organic,1
24,CUST1849,Google,Direct,0
15,CUST4286,YouTube,Email,1
13,CUST1973,Facebook,Referral,0
17,CUST2426,Google,Paid,1
19,CUST4909,Instagram,Referral,1
58,CUST0156,Facebook,Email,0
44,CUST1550,Google,Social,1
28,CUST0977,YouTube,Social,1
12,CUST3382,YouTube,Paid,1
57,CUST2970,Google,Direct,0
31,CUST4876,Instagram,Paid,1
51,CUST2893,Instagram,Email,0
40,CUST3991,Google,Paid,0
19,CUST3902,YouTube,Organic,1
21,CUST4821,Google,Email,0
58,CUST1756,Google,Direct,1
55,CUST3397,Google,Direct,1
16,CUST1399,YouTube,Paid,1
30,CUST4080,Google,Email,0
18,CUST3574,Google,Referral,0
25,CUST3016,Instagram,Email,0
16,CUST2330,Google,Paid,1
31,CUST2786,Google,Organic,0
35,CUST0993,YouTube,Email,0
57,CUST2325,YouTube,Organic,1
1,CUST4267,Instagram,Social,1
60,CUST4235,Instagram,Paid,1
42,CUST3477,Google,Email,1
58,CUST4603,Google,Social,0
33,CUST4022,Instagram,Organic,1
16,CUST3219,Instagram,Paid,1
53,CUST0893,Facebook,Social,0
54,CUST2107,Google,Direct,0
22,CUST0800,Google,Direct,0
22,CUST4363,Instagram,Paid,1
14,CUST0219,Google,Social,1
29,CUST2764,Google,Email,1
28,CUST3900,Instagram,Email,0
2,CUST4631,Google,Organic,1
21,CUST0210,Google,Direct,1
21,CUST1396,Facebook,Email,0
12,CUST2513,Google,Social,1
38,CUST1521,Google,Social,1
40,CUST3527,YouTube,Email,0
46,CUST1049,Facebook,Email,1
21,CUST0688,Google,Email,1
3,CUST3292,Google,Referral,0
31,CUST0579,YouTube,Referral,1
6,CUST4033,Google,Social,0
50,CUST1501,YouTube,Paid,1
50,CUST4751,Instagram,Paid,0
8,CUST4010,Facebook,Referral,1
50,CUST4710,Google,Referral,1
30,CUST2089,Instagram,Organic,1
8,CUST4438,Facebook,Social,0
14,CUST0606,Instagram,Referral,0
16,CUST4591,Instagram,Paid,0
52,CUST3516,Facebook,Email,0
1,CUST2888,Google,Direct,1
15,CUST0902,Facebook,Social,0
20,CUST0562,YouTube,Organic,0
19,CUST2432,Facebook,Email,1
32,CUST2259,Instagram,Email,0
13,CUST4749,Instagram,Email,1
53,CUST3438,Google,Organic,0
27,CUST2182,Instagram,Referral,1
47,CUST4060,Facebook,Social,1
30,CUST0895,Google,Email,0
1,CUST2181,Instagram,Paid,0
39,CUST1031,Instagram,Social,0
38,CUST4698,Google,Direct,0
25,CUST4395,Google,Direct,1
35,CUST4559,YouTube,Referral,1
60,CUST2370,Google,Referral,0
11,CUST4440,Instagram,Referral,1
54,CUST2165,Google,Paid,0
26,CUST4563,Google,Direct,0
6,CUST3562,YouTube,Paid,0
3,CUST0392,Google,Organic,1
23,CUST4128,YouTube,Organic,1
53,CUST1490,Google,Direct,1
19,CUST3146,YouTube,Referral,1
56,CUST1783,Instagram,Paid,0
45,CUST2941,YouTube,Email,1
46,CUST0928,Instagram,Organic,1
11,CUST1341,Google,Direct,1
33,CUST1631,Instagram,Paid,0
50,CUST0814,Facebook,Organic,1
37,CUST2660,Google,Paid,0
41,CUST1690,Facebook,Paid,1
45,CUST2110,Instagram,Referral,1
20,CUST3833,Google,Direct,1
16,CUST4205,Instagram,Social,0
40,CUST2092,Google,Referral,0
15,CUST0586,Facebook,Email,1
41,CUST0675,YouTube,Referral,1
55,CUST2371,Facebook,Referral,0
46,CUST3935,Instagram,Email,1
2,CUST0534,Facebook,Social,1
20,CUST0491,Instagram,Organic,0
24,CUST0683,Instagram,Email,0
43,CUST1187,YouTube,Paid,1
11,CUST1797,Google,Organic,1
54,CUST0132,YouTube,Social,0
31,CUST1713,Google,Referral,1
42,CUST1050,Google,Direct,0
27,CUST2577,Google,Paid,0
15,CUST3205,YouTube,Organic,1
55,CUST0801,Google,Organic,0
9,CUST4504,Facebook,Social,1
55,CUST1782,Instagram,Email,1
30,CUST1808,Instagram,Email,1
11,CUST1845,Google,Direct,1
46,CUST3969,Google,Organic,0
13,CUST4701,Google,Direct,0
29,CUST3609,YouTube,Paid,0
32,CUST1989,Google,Paid,0
17,CUST0591,Facebook,Organic,1
23,CUST1580,Google,Direct,1
35,CUST4641,YouTube,Social,0
20,CUST0447,Google,Social,0
25,CUST2603,Google,Direct,0
35,CUST1236,Facebook,Social,0
7,CUST1880,YouTube,Paid,0
47,CUST3490,YouTube,Organic,0
23,CUST2454,Instagram,Social,1
26,CUST4118,Google,Direct,1
9,CUST1196,YouTube,Organic,1
44,CUST2231,Facebook,Social,1
11,CUST1715,Google,Email,0
26,CUST1520,Instagram,Social,0
4,CUST4521,Instagram,Organic,1
48,CUST4771,Google,Direct,1
31,CUST0432,Instagram,Email,1
18,CUST0647,Google,Direct,0
26,CUST2296,Instagram,Referral,1
6,CUST1769,Google,Direct,0
12,CUST1243,Google,Referral,0
58,CUST1225,Facebook,Social,0
12,CUST3006,Google,Social,0
27,CUST4903,Instagram,Referral,1
44,CUST0515,Instagram,Email,0
5,CUST1581,Facebook,Organic,0
16,CUST1933,Facebook,Paid,0
26,CUST0106,Google,Paid,0
41,CUST3801,Google,Direct,1
15,CUST3993,Facebook,Social,0
33,CUST4928,Facebook,Organic,1
28,CUST3882,YouTube,Organic,1
16,CUST4234,Google,Referral,1
53,CUST3230,Facebook,Social,1
4,CUST1260,Facebook,Email,0
24,CUST2096,Google,Direct,0
45,CUST4999,Google,Organic,1
29,CUST4274,Instagram,Email,0
42,CUST4308,Instagram,Referral,1
25,CUST1856,YouTube,Organic,0
39,CUST3859,Facebook,Organic,0
3,CUST1625,Google,Social,1
27,CUST4697,Instagram,Social,0
11,CUST1907,Facebook,Social,0
21,CUST1589,Google,Social,1
59,CUST4367,YouTube,Paid,1
55,CUST2502,Google,Direct,0
39,CUST3291,YouTube,Paid,1
49,CUST1859,Facebook,Email,0
20,CUST3120,Google,Email,0
23,CUST2509,Google,Direct,0
42,CUST3893,Facebook,Organic,0
36,CUST2435,Google,Social,1
44,CUST4036,Instagram,Paid,1
50,CUST4937,Google,Organic,1
36,CUST4377,Google,Social,1
4,CUST4999,Instagram,Referral,1
6,CUST0765,Google,Direct,0
47,CUST4105,Facebook,Paid,1
57,CUST1152,YouTube,Organic,0
37,CUST4135,Google,Social,0
7,CUST3807,Google,Referral,1
31,CUST3344,Instagram,Social,1
8,CUST3617,Facebook,Organic,1
59,CUST2070,Google,Direct,1
9,CUST0008,Facebook,Organic,1
17,CUST2658,YouTube,Referral,0
57,CUST1346,Google,Referral,0
45,CUST4393,YouTube,Referral,0
22,CUST1687,YouTube,Email,0
17,CUST0818,Instagram,Referral,1
30,CUST4689,Google,Social,0
1,CUST4647,YouTube,Referral,1
18,CUST0652,Facebook,Social,1
60,CUST3094,Google,Paid,1
28,CUST3565,YouTube,Referral,0
2,CUST2579,Facebook,Referral,0
25,CUST0145,Google,Direct,0
39,CUST0922,Facebook,Email,1
33,CUST4163,Google,Referral,0
37,CUST0454,Google,Direct,1
46,CUST4253,Instagram,Social,0
16,CUST0670,YouTube,Email,1
15,CUST3145,YouTube,Paid,1
43,CUST3657,Google,Email,1
25,CUST4276,Google,Referral,1
29,CUST3577,Google,Direct,0
60,CUST1401,Google,Direct,1
46,CUST1905,YouTube,Organic,0
55,CUST0090,Facebook,Email,0
4,CUST1140,Google,Direct,1
12,CUST0220,Facebook,Social,1
32,CUST1661,Facebook,Email,0
55,CUST3990,Instagram,Paid,0
13,CUST2823,Google,Paid,0
39,CUST2202,Google,Social,0
49,CUST2107,YouTube,Organic,0
52,CUST1279,YouTube,Paid,0
32,CUST3391,YouTube,Organic,0
48,CUST3238,Facebook,Social,1
48,CUST1008,Google,Direct,0
55,CUST0478,Google,Social,1
14,CUST1520,YouTube,Organic,1
35,CUST4253,Instagram,Social,0
43,CUST0061,Instagram,Social,1
35,CUST0784,YouTube,Email,0
28,CUST1172,Facebook,Social,1
50,CUST1492,YouTube,Social,0
47,CUST1552,Instagram,Social,0
36,CUST2511,Facebook,Organic,1
49,CUST0910,YouTube,Paid,1
7,CUST3486,Facebook,Referral,1
16,CUST0451,Instagram,Referral,1
51,CUST4120,Google,Organic,1
42,CUST1445,Instagram,Social,1
3,CUST1985,Google,Paid,0
7,CUST1714,Facebook,Email,1
4,CUST1681,Google,Social,1
60,CUST4337,Facebook,Social,1
36,CUST0818,Facebook,Referral,0
25,CUST3810,Google,Direct,1
47,CUST3424,YouTube,Referral,0
30,CUST0220,Google,Direct,1
34,CUST4616,Instagram,Organic,0
6,CUST3067,Facebook,Organic,0
1,CUST0515,Google,Direct,1
50,CUST1905,Google,Direct,1
20,CUST4921,YouTube,Email,1
52,CUST4370,Facebook,Email,1
14,CUST2255,Facebook,Email,1
4,CUST2189,Instagram,Organic,1
8,CUST3286,YouTube,Paid,1
45,CUST3614,Facebook,Email,0
58,CUST1716,Instagram,Email,1
21,CUST2501,Facebook,Paid,1
28,CUST0052,YouTube,Social,1
28,CUST1445,Instagram,Organic,1
13,CUST2125,Instagram,Email,1
54,CUST2855,Google,Organic,0
5,CUST3645,YouTube,Social,0
23,CUST2334,YouTube,Referral,1
20,CUST4415,Instagram,Paid,1
49,CUST3212,Facebook,Referral,0
34,CUST4729,Facebook,Social,0
20,CUST3364,Instagram,Social,1
38,CUST4043,Facebook,Paid,1
36,CUST2034,Google,Direct,0
31,CUST3370,Facebook,Social,1
21,CUST2588,YouTube,Paid,0
49,CUST0145,Google,Direct,0
26,CUST3377,Google,Paid,0
37,CUST4996,Instagram,Organic,1
12,CUST4257,YouTube,Organic,1
50,CUST2116,Instagram,Social,1
14,CUST3284,Instagram,Organic,1
37,CUST0655,YouTube,Paid,0
41,CUST4215,YouTube,Organic,1
57,CUST2054,Google,Email,0
35,CUST0256,Facebook,Paid,0
13,CUST3887,Google,Direct,1
55,CUST0463,Facebook,Referral,0
5,CUST2381,YouTube,Email,1
51,CUST3699,Google,Direct,0
20,CUST4157,Instagram,Paid,0
24,CUST1590,Instagram,Paid,1
40,CUST4809,YouTube,Paid,1
24,CUST0651,Instagram,Email,0
3,CUST4513,Google,Email,1
38,CUST3368,Google,Direct,1
54,CUST2293,Google,Organic,1
36,CUST4423,YouTube,Organic,1
54,CUST4111,Facebook,Organic,1
10,CUST0442,Instagram,Referral,0
33,CUST2877,Instagram,Email,1
1,CUST3527,YouTube,Organic,1
6,CUST4893,Instagram,Referral,0
33,CUST2557,Google,Direct,1
12,CUST3464,Google,Email,1
59,CUST1727,YouTube,Email,0
9,CUST1597,Facebook,Referral,1
57,CUST4266,YouTube,Paid,0
45,CUST4429,YouTube,Email,0
17,CUST3677,Facebook,Email,0
29,CUST3989,Google,Direct,1
13,CUST0994,Google,Social,1
4,CUST4134,Google,Direct,0
22,CUST4208,Google,Social,1
49,CUST3827,Instagram,Referral,1
21,CUST2410,Instagram,Email,1
50,CUST2068,Google,Social,1
21,CUST0793,Facebook,Organic,0
9,CUST3814,Facebook,Paid,0
9,CUST1306,Facebook,Referral,0
60,CUST2125,Facebook,Paid,0
7,CUST3769,YouTube,Social,1
42,CUST1943,Google,Organic,1
1,CUST2322,YouTube,Referral,0
58,CUST3358,Google,Paid,1
17,CUST2061,Google,Direct,0
39,CUST4258,Google,Social,0
22,CUST4829,Google,Email,0
59,CUST2804,Instagram,Paid,0
21,CUST3236,Instagram,Organic,0
8,CUST4972,Facebook,Email,0
37,CUST4977,Facebook,Email,1
22,CUST2723,Google,Social,0
34,CUST1193,Facebook,Social,0
32,CUST0259,Instagram,Social,0
19,CUST4981,Google,Referral,1
28,CUST4715,Google,Email,0
54,CUST3082,Instagram,Paid,0
6,CUST2277,Facebook,Email,1
39,CUST4871,Google,Email,1
3,CUST1680,Instagram,Paid,1
20,CUST4004,Instagram,Referral,1
36,CUST1077,YouTube,Email,0
3,CUST1256,YouTube,Email,1
6,CUST0716,Facebook,Social,1
8,CUST1553,Google,Direct,1
14,CUST0248,Facebook,Email,1
35,CUST0963,Google,Direct,1
50,CUST1349,Google,Direct,0
39,CUST3733,Google,Paid,0
4,CUST2017,Google,Email,0
23,CUST1272,YouTube,Social,0
23,CUST4678,Google,Organic,1
58,CUST2564,YouTube,Referral,0
41,CUST0305,Facebook,Organic,0
15,CUST3138,Facebook,Email,0
5,CUST1932,Google,Email,1
8,CUST1389,YouTube,Email,1
49,CUST0143,Facebook,Organic,1
11,CUST1727,YouTube,Organic,1
14,CUST4142,Google,Organic,1
5,CUST3675,Instagram,Paid,1
49,CUST3714,Google,Social,0
9,CUST4631,Instagram,Email,1
12,CUST0898,YouTube,Social,0
25,CUST2279,Google,Direct,0
57,CUST3275,Instagram,Email,1
26,CUST0868,YouTube,Organic,0
47,CUST1943,Facebook,Organic,0
27,CUST4681,Instagram,Organic,0
7,CUST3053,Google,Direct,1
44,CUST4185,Facebook,Social,0
1,CUST0899,Google,Direct,1
56,CUST2903,Instagram,Email,1
31,CUST0858,Facebook,Referral,0
2,CUST0975,Google,Direct,1
36,CUST0573,Instagram,Organic,0
6,CUST2487,Google,Referral,0
31,CUST4655,Instagram,Paid,0
53,CUST3641,Google,Social,0
23,CUST0097,Google,Organic,0
19,CUST4814,Instagram,Social,1
27,CUST3914,Instagram,Organic,0
19,CUST4138,Google,Paid,0
49,CUST2758,YouTube,Email,1
42,CUST3151,YouTube,Email,0
9,CUST0752,Google,Direct,0
1,CUST4722,Instagram,Referral,0
43,CUST3309,Google,Direct,1
41,CUST2745,Instagram,Social,1
37,CUST3122,YouTube,Paid,0
42,CUST4577,Google,Social,1
26,CUST0670,YouTube,Email,1
8,CUST2125,Facebook,Social,0
23,CUST3431,Google,Referral,1
34,CUST4349,YouTube,Referral,1
55,CUST1537,Instagram,Social,0
34,CUST3875,Instagram,Email,1
34,CUST3451,Facebook,Social,1
57,CUST4183,YouTube,Referral,1
12,CUST3892,Facebook,Email,0
5,CUST4202,Facebook,Referral,0
57,CUST2147,Instagram,Organic,0
37,CUST4575,YouTube,Referral,1
16,CUST4655,Instagram,Social,1
8,CUST3388,Instagram,Organic,0
52,CUST3360,Google,Direct,0
1,CUST1541,Facebook,Referral,1
2,CUST2060,Instagram,Paid,0
23,CUST4949,YouTube,Social,1
16,CUST2649,Google,Organic,1
52,CUST4432,Facebook,Social,1
35,CUST0619,YouTube,Organic,0
16,CUST3785,Instagram,Social,0
31,CUST2380,Google,Direct,1
43,CUST3653,Google,Email,0
57,CUST4585,YouTube,Email,0
52,CUST1950,Facebook,Referral,1
2,CUST3559,Facebook,Paid,1
6,CUST4643,Google,Social,1
29,CUST2382,Google,Email,0
44,CUST3433,Google,Direct,0
13,CUST2609,YouTube,Organic,0
44,CUST1499,Facebook,Paid,0
28,CUST3040,Google,Direct,1
7,CUST2634,Google,Direct,1
28,CUST2289,Instagram,Paid,1
19,CUST0159,Instagram,Paid,0
3,CUST1832,Google,Paid,0
19,CUST3133,Facebook,Social,1
35,CUST4479,Facebook,Referral,0
42,CUST2860,Facebook,Referral,0
43,CUST2691,Facebook,Social,1
40,CUST3709,Facebook,Paid,1
35,CUST3655,Facebook,Paid,1
16,CUST2483,YouTube,Paid,0
41,CUST3711,Facebook,Email,0
11,CUST4282,Instagram,Organic,0
10,CUST4535,Facebook,Email,1
29,CUST3016,Facebook,Referral,0
28,CUST0045,Instagram,Social,1
42,CUST1720,Facebook,Social,0
43,CUST0515,Google,Direct,1
13,CUST3845,Google,Direct,1
33,CUST4609,YouTube,Organic,1
23,CUST2996,Google,Direct,1
4,CUST4645,Google,Email,0
52,CUST3486,Instagram,Referral,1
45,CUST0570,Instagram,Paid,0
6,CUST0549,Google,Direct,1
60,CUST4825,Instagram,Paid,1
41,CUST1839,Google,Social,0
8,CUST2744,YouTube,Paid,1
19,CUST0059,YouTube,Email,1
1,CUST2874,Google,Email,1
7,CUST1447,Google,Direct,0
9,CUST0279,Instagram,Organic,0
27,CUST4705,Facebook,Paid,1
15,CUST4120,YouTube,Referral,0
32,CUST3074,Google,Email,1
38,CUST4568,Google,Direct,1
25,CUST2010,Facebook,Paid,1
7,CUST0758,Facebook,Paid,1
23,CUST0988,Facebook,Paid,0
46,CUST1054,Facebook,Organic,0
59,CUST2881,Facebook,Organic,1
28,CUST3551,YouTube,Organic,0
41,CUST2551,Google,Direct,0
41,CUST4803,YouTube,Social,0
37,CUST1190,Facebook,Email,0
30,CUST2369,Instagram,Email,1
15,CUST3726,Google,Direct,0
35,CUST4561,Facebook,Organic,1
27,CUST3867,Google,Paid,0
26,CUST1897,YouTube,Organic,0
10,CUST0584,Instagram,Organic,1
1,CUST2788,Facebook,Email,0
60,CUST4133,Facebook,Referral,0
18,CUST2909,Google,Direct,1
22,CUST4474,Facebook,Referral,1
59,CUST2485,Google,Direct,1
38,CUST4291,Google,Direct,0
27,CUST2132,Instagram,Email,0
1,CUST0492,Google,Referral,0
44,CUST1384,Google,Direct,1
2,CUST3652,Instagram,Social,1
44,CUST2916,YouTube,Email,0
51,CUST4808,Instagram,Referral,1
7,CUST1749,Instagram,Organic,1
37,CUST1025,Instagram,Email,0
9,CUST3865,Google,Social,1
23,CUST0559,Facebook,Referral,1
57,CUST2803,Google,Paid,0
26,CUST1301,YouTube,Social,0
27,CUST1820,Google,Direct,0
25,CUST2155,Google,Direct,0
7,CUST0333,Google,Direct,0
13,CUST3492,Google,Referral,0
34,CUST2290,Facebook,Social,0
44,CUST4492,Instagram,Referral,1
20,CUST4810,Instagram,Social,0
28,CUST2394,Facebook,Paid,1
12,CUST0719,Facebook,Social,0
37,CUST3796,Google,Social,0
47,CUST0673,Instagram,Social,1
46,CUST0552,Facebook,Social,1
50,CUST3887,Facebook,Organic,0
6,CUST2821,YouTube,Social,1
19,CUST0586,Facebook,Organic,1
51,CUST2175,Google,Direct,1
30,CUST4418,Instagram,Referral,1
35,CUST3993,Instagram,Referral,1
14,CUST0805,Google,Social,0
31,CUST1260,Google,Direct,0
9,CUST1292,Instagram,Social,1
3,CUST2178,Facebook,Email,0
40,CUST4529,Facebook,Organic,0
38,CUST4687,Instagram,Social,1
9,CUST3818,Google,Social,0
18,CUST1830,Google,Direct,0
45,CUST1319,Google,Referral,0
16,CUST2096,Google,Email,0
23,CUST3458,Instagram,Referral,1
11,CUST4214,YouTube,Email,0
47,CUST0219,YouTube,Referral,0
35,CUST0345,Instagram,Social,1
7,CUST1603,Instagram,Organic,1
4,CUST1041,YouTube,Referral,0
38,CUST4653,YouTube,Social,1
34,CUST4715,Facebook,Organic,0
8,CUST4766,Google,Email,0
20,CUST4448,Instagram,Organic,0
60,CUST4277,Google,Social,1
28,CUST1885,Facebook,Organic,1
48,CUST0444,Google,Email,0
14,CUST1887,Google,Direct,1
36,CUST0701,Facebook,Referral,1
58,CUST2197,Facebook,Organic,1
27,CUST4262,Google,Organic,0
51,CUST1157,Instagram,Email,0
31,CUST2158,YouTube,Email,0
49,CUST3420,Google,Referral,0
56,CUST0607,Google,Direct,1
16,CUST0025,Google,Paid,0
60,CUST2053,Google,Direct,1
55,CUST2304,YouTube,Paid,1
12,CUST4128,Instagram,Referral,1
33,CUST0856,YouTube,Referral,1
28,CUST3176,YouTube,Email,1
40,CUST1677,Google,Organic,0
10,CUST2299,Facebook,Email,1
5,CUST1915,Google,Referral,1
54,CUST1319,Facebook,Organic,0
39,CUST0822,YouTube,Paid,1
33,CUST2344,Google,Direct,1
34,CUST0190,Instagram,Social,1
60,CUST1734,YouTube,Paid,1
10,CUST4957,Google,Social,0
26,CUST3807,Instagram,Paid,0
47,CUST3538,Instagram,Paid,1
34,CUST1478,Google,Organic,0
17,CUST4408,Instagram,Referral,1
24,CUST1977,Google,Referral,0
8,CUST4898,Facebook,Social,0
59,CUST4833,Google,Organic,1
9,CUST3334,Instagram,Organic,0
4,CUST3960,YouTube,Social,1
20,CUST4826,YouTube,Referral,0
57,CUST0757,Instagram,Email,0
17,CUST1587,Google,Organic,0
42,CUST4763,Facebook,Email,1
23,CUST1671,YouTube,Referral,1
5,CUST1215,Google,Direct,0
38,CUST0083,YouTube,Organic,0
25,CUST4746,Instagram,Email,1
18,CUST3435,Instagram,Referral,0
58,CUST4924,Facebook,Social,0
22,CUST2052,Google,Direct,1
15,CUST1096,Facebook,Organic,1
42,CUST1269,Google,Organic,0
11,CUST3377,YouTube,Organic,0
43,CUST3267,YouTube,Paid,0
42,CUST1811,Google,Direct,0
4,CUST1357,YouTube,Social,1
25,CUST0636,Google,Email,1
53,CUST1300,Google,Social,1
52,CUST4388,Instagram,Referral,1
54,CUST0159,Instagram,Social,0
31,CUST3466,Instagram,Email,0
7,CUST2889,Facebook,Organic,1
20,CUST4185,Instagram,Paid,0
1,CUST4430,Google,Social,0
7,CUST3032,Google,Direct,1
12,CUST3887,Instagram,Organic,0
46,CUST1111,YouTube,Social,0
30,CUST4956,YouTube,Organic,1
29,CUST2656,Google,Direct,1
44,CUST4438,Instagram,Email,1
55,CUST3356,Instagram,Paid,1
27,CUST3143,YouTube,Social,1
36,CUST0741,Google,Direct,0
36,CUST3032,Google,Social,0
7,CUST0896,Instagram,Email,0
36,CUST4897,YouTube,Organic,0
29,CUST0126,Instagram,Organic,0
60,CUST2104,Instagram,Email,1
4,CUST3419,Facebook,Referral,0
41,CUST0725,Facebook,Email,0
50,CUST0161,Facebook,Paid,1
49,CUST0412,Instagram,Paid,0
26,CUST1231,Facebook,Social,0
23,CUST4565,Google,Direct,1
15,CUST3927,Google,Email,0
48,CUST3461,YouTube,Email,1
42,CUST3379,Instagram,Paid,1
14,CUST0317,Google,Paid,1
9,CUST3124,Instagram,Referral,0
9,CUST0316,Instagram,Social,1
8,CUST1373,Google,Direct,1
59,CUST0986,Facebook,Organic,1
9,CUST0334,Google,Paid,1
48,CUST0402,Facebook,Email,1
32,CUST0678,Google,Organic,1
42,CUST0928,Facebook,Social,1
34,CUST2513,Instagram,Email,0
34,CUST0056,Instagram,Organic,1
4,CUST2169,Google,Direct,1
16,CUST0227,Facebook,Email,1
40,CUST2005,Google,Direct,0
21,CUST2044,Instagram,Social,1
34,CUST0513,YouTube,Organic,0
10,CUST4967,Instagram,Paid,0
16,CUST4014,Google,Organic,1
10,CUST2260,Facebook,Referral,1
20,CUST4624,Google,Organic,1
49,CUST3681,Facebook,Paid,1
18,CUST2480,YouTube,Organic,0
40,CUST2280,Facebook,Social,0
24,CUST1386,Google,Paid,0
42,CUST2884,YouTube,Referral,1
56,CUST1251,Google,Social,1
21,CUST4535,Google,Direct,0
11,CUST3142,Instagram,Organic,1
40,CUST0870,Instagram,Social,1
57,CUST3717,YouTube,Referral,1
38,CUST3265,Google,Direct,1
17,CUST4943,Google,Direct,0
23,CUST1373,Facebook,Organic,1
59,CUST2694,Instagram,Email,0
41,CUST1698,Google,Email,1
59,CUST4319,Google,Direct,1
57,CUST3991,Instagram,Referral,0
47,CUST4990,YouTube,Paid,0
46,CUST0315,YouTube,Email,0
32,CUST4798,YouTube,Email,0
60,CUST1025,Facebook,Social,1
