Transaction_ID,Customer_ID,Product_ID,Total_Price,Quantity,transaction_date,payment_method
TX0355_1,CUST0500,PRD014,3597,3,7/9/2024,Bank Transfer
TX0355_2,CUST0500,PRD035,6495,5,6/22/2024,PayPal
TX0355_3,CUST0500,PRD019,798,2,7/21/2024,Cash
TX0356_1,CUST0501,PRD025,2697,3,6/28/2024,Cash
TX0357_1,CUST0503,PRD024,537,3,7/9/2024,Bank Transfer
TX0357_2,CUST0503,PRD021,1996,4,6/25/2024,PayPal
TX0357_3,CUST0503,PRD033,5996,4,7/18/2024,Bank Transfer
TX0358_1,CUST0510,PRD006,249,1,7/20/2024,Credit Card
TX0358_2,CUST0510,PRD032,799,1,6/8/2024,Cash
TX0358_3,CUST0510,PRD003,1198,2,7/22/2024,Credit Card
TX0359_1,CUST0511,PRD028,1797,3,7/9/2024,Apple Pay
TX0359_2,CUST0511,PRD027,598,2,7/9/2024,Bank Transfer
TX0359_3,CUST0511,PRD029,298,2,6/16/2024,PayPal
TX0359_4,CUST0511,PRD035,2598,2,6/17/2024,Bank Transfer
TX0360_1,CUST0512,PRD016,1316,4,7/23/2024,Credit Card
TX0361_1,CUST0516,PRD036,5495,5,7/29/2024,Credit Card
TX0361_2,CUST0516,PRD027,1196,4,7/1/2024,Bank Transfer
TX0361_3,CUST0516,PRD023,2798,2,7/30/2024,Apple Pay
TX0362_1,CUST0517,PRD011,796,4,7/4/2024,Cash
TX0362_2,CUST0517,PRD020,2997,3,7/18/2024,Apple Pay
TX0362_3,CUST0517,PRD030,3495,5,6/6/2024,Apple Pay
TX0362_4,CUST0517,PRD009,2996,4,7/27/2024,PayPal
TX0363_1,CUST0518,PRD031,2398,2,6/14/2024,Credit Card
TX0363_2,CUST0518,PRD012,2998,2,6/7/2024,Cash
TX0363_3,CUST0518,PRD030,1398,2,7/8/2024,PayPal
TX0363_4,CUST0518,PRD007,999,1,6/10/2024,Bank Transfer
TX0364_1,CUST0521,PRD019,1995,5,6/22/2024,Cash
TX0365_1,CUST0526,PRD034,1947,3,7/30/2024,PayPal
TX0365_2,CUST0526,PRD027,299,1,6/27/2024,Cash
TX0365_3,CUST0526,PRD022,1799,1,7/29/2024,Cash
TX0365_4,CUST0526,PRD020,1998,2,6/20/2024,Apple Pay
TX0365_5,CUST0526,PRD036,1099,1,7/12/2024,Credit Card
TX0366_1,CUST0527,PRD033,2998,2,7/16/2024,Credit Card
TX0366_2,CUST0527,PRD034,3245,5,6/22/2024,Credit Card
TX0367_1,CUST0528,PRD018,9495,5,6/25/2024,Bank Transfer
TX0367_2,CUST0528,PRD018,1899,1,6/26/2024,Cash
TX0367_3,CUST0528,PRD011,796,4,6/1/2024,PayPal
TX0367_4,CUST0528,PRD026,4245,5,7/4/2024,Bank Transfer
TX0367_5,CUST0528,PRD033,2998,2,7/25/2024,Bank Transfer
TX0368_1,CUST0529,PRD025,1798,2,7/17/2024,Bank Transfer
TX0368_2,CUST0529,PRD014,4796,4,6/10/2024,Apple Pay
TX0368_3,CUST0529,PRD016,1316,4,6/6/2024,Credit Card
TX0368_4,CUST0529,PRD027,897,3,7/5/2024,Apple Pay
TX0368_5,CUST0529,PRD032,1598,2,6/5/2024,Apple Pay
TX0369_1,CUST0530,PRD009,749,1,7/15/2024,Bank Transfer
TX0369_2,CUST0530,PRD016,1645,5,6/29/2024,Credit Card
TX0369_3,CUST0530,PRD034,3245,5,6/20/2024,Apple Pay
TX0369_4,CUST0530,PRD008,3596,4,7/25/2024,Credit Card
TX0369_5,CUST0530,PRD022,1799,1,7/9/2024,Cash
TX0370_1,CUST0533,PRD031,2398,2,6/27/2024,Bank Transfer
TX0370_2,CUST0533,PRD036,1099,1,7/21/2024,Cash
TX0370_3,CUST0533,PRD011,597,3,7/12/2024,Apple Pay
TX0371_1,CUST0534,PRD005,598,2,7/5/2024,Apple Pay
TX0371_2,CUST0534,PRD019,798,2,7/10/2024,Bank Transfer
TX0372_1,CUST0535,PRD005,1196,4,6/18/2024,Apple Pay
TX0372_2,CUST0535,PRD006,249,1,7/18/2024,Bank Transfer
TX0373_1,CUST0536,PRD024,537,3,6/5/2024,Bank Transfer
TX0373_2,CUST0536,PRD026,4245,5,7/30/2024,PayPal
TX0374_1,CUST0538,PRD021,998,2,7/9/2024,Cash
TX0375_1,CUST0540,PRD030,2097,3,7/7/2024,Cash
TX0375_2,CUST0540,PRD036,3297,3,6/1/2024,Bank Transfer
TX0375_3,CUST0540,PRD007,999,1,7/18/2024,Cash
TX0375_4,CUST0540,PRD024,537,3,7/15/2024,Bank Transfer
TX0376_1,CUST0541,PRD003,599,1,6/19/2024,Apple Pay
TX0376_2,CUST0541,PRD035,2598,2,6/30/2024,PayPal
TX0377_1,CUST0543,PRD004,5997,3,6/25/2024,Apple Pay
TX0377_2,CUST0543,PRD001,3996,4,6/28/2024,Bank Transfer
TX0377_3,CUST0543,PRD007,3996,4,6/22/2024,Bank Transfer
TX0378_1,CUST0544,PRD014,2398,2,7/23/2024,PayPal
TX0379_1,CUST0546,PRD002,3995,5,6/29/2024,Bank Transfer
TX0379_2,CUST0546,PRD003,1198,2,6/21/2024,Apple Pay
TX0379_3,CUST0546,PRD023,2798,2,6/11/2024,Bank Transfer
TX0380_1,CUST0548,PRD029,447,3,7/6/2024,Cash
TX0380_2,CUST0548,PRD001,2997,3,6/9/2024,Cash
TX0380_3,CUST0548,PRD021,1996,4,6/10/2024,Credit Card
TX0380_4,CUST0548,PRD025,2697,3,7/9/2024,PayPal
TX0381_1,CUST0550,PRD012,7495,5,6/5/2024,Credit Card
TX0381_2,CUST0550,PRD006,996,4,7/10/2024,PayPal
TX0381_3,CUST0550,PRD020,3996,4,7/15/2024,Bank Transfer
TX0382_1,CUST0551,PRD032,3196,4,6/9/2024,Bank Transfer
TX0383_1,CUST0552,PRD028,2995,5,7/26/2024,PayPal
TX0383_2,CUST0552,PRD017,89,1,7/18/2024,Bank Transfer
TX0383_3,CUST0552,PRD002,1598,2,6/11/2024,Apple Pay
TX0383_4,CUST0552,PRD019,1596,4,6/18/2024,Credit Card
TX0384_1,CUST0553,PRD034,1298,2,7/30/2024,Apple Pay
TX0384_2,CUST0553,PRD021,2495,5,6/19/2024,PayPal
TX0384_3,CUST0553,PRD011,199,1,7/6/2024,PayPal
TX0385_1,CUST0554,PRD018,7596,4,6/13/2024,PayPal
TX0385_2,CUST0554,PRD010,1745,5,6/28/2024,Bank Transfer
TX0385_3,CUST0554,PRD031,2398,2,7/17/2024,PayPal
TX0385_4,CUST0554,PRD015,6995,5,6/13/2024,Credit Card
TX0385_5,CUST0554,PRD014,4796,4,7/14/2024,Bank Transfer
TX0386_1,CUST0555,PRD026,2547,3,7/4/2024,Cash
TX0386_2,CUST0555,PRD009,1498,2,6/30/2024,Apple Pay
TX0387_1,CUST0556,PRD005,299,1,7/3/2024,Bank Transfer
TX0387_2,CUST0556,PRD011,995,5,7/30/2024,Apple Pay
TX0388_1,CUST0557,PRD020,4995,5,6/26/2024,Cash
TX0388_2,CUST0557,PRD018,3798,2,7/23/2024,Cash
TX0388_3,CUST0557,PRD006,249,1,7/1/2024,Cash
TX0388_4,CUST0557,PRD003,2995,5,7/27/2024,Bank Transfer
TX0388_5,CUST0557,PRD031,1199,1,7/27/2024,Cash
TX0389_1,CUST0558,PRD006,1245,5,7/23/2024,Bank Transfer
TX0389_2,CUST0558,PRD016,1645,5,6/18/2024,Bank Transfer
TX0389_3,CUST0558,PRD009,749,1,7/14/2024,Bank Transfer
TX0389_4,CUST0558,PRD036,5495,5,6/14/2024,PayPal
TX0390_1,CUST0559,PRD035,5196,4,7/9/2024,Apple Pay
TX0390_2,CUST0559,PRD018,1899,1,7/18/2024,PayPal
TX0391_1,CUST0561,PRD035,2598,2,7/24/2024,Cash
TX0392_1,CUST0562,PRD021,1996,4,6/22/2024,Bank Transfer
TX0392_2,CUST0562,PRD018,9495,5,6/19/2024,Credit Card
TX0392_3,CUST0562,PRD020,2997,3,7/18/2024,Credit Card
TX0392_4,CUST0562,PRD019,1995,5,6/24/2024,Apple Pay
TX0392_5,CUST0562,PRD008,899,1,7/31/2024,Cash
TX0393_1,CUST0565,PRD014,1199,1,7/8/2024,Credit Card
TX0394_1,CUST0566,PRD016,329,1,6/27/2024,Credit Card
TX0394_2,CUST0566,PRD036,3297,3,6/11/2024,Bank Transfer
TX0394_3,CUST0566,PRD031,1199,1,7/27/2024,Cash
TX0394_4,CUST0566,PRD025,899,1,6/26/2024,Cash
TX0395_1,CUST0567,PRD028,599,1,7/16/2024,Apple Pay
TX0395_2,CUST0567,PRD010,1396,4,7/9/2024,Bank Transfer
TX0395_3,CUST0567,PRD027,897,3,7/27/2024,Apple Pay
TX0395_4,CUST0567,PRD020,4995,5,6/3/2024,Apple Pay
TX0395_5,CUST0567,PRD016,1316,4,7/5/2024,Credit Card
TX0396_1,CUST0569,PRD006,498,2,6/8/2024,Credit Card
TX0396_2,CUST0569,PRD017,356,4,6/20/2024,PayPal
TX0396_3,CUST0569,PRD004,3998,2,6/11/2024,Bank Transfer
TX0396_4,CUST0569,PRD032,1598,2,7/16/2024,Cash
TX0397_1,CUST0570,PRD005,598,2,6/24/2024,Apple Pay
TX0397_2,CUST0570,PRD015,5596,4,7/24/2024,Bank Transfer
TX0398_1,CUST0571,PRD018,1899,1,6/26/2024,Credit Card
TX0398_2,CUST0571,PRD009,749,1,7/1/2024,PayPal
TX0398_3,CUST0571,PRD009,749,1,7/7/2024,PayPal
TX0398_4,CUST0571,PRD014,1199,1,7/20/2024,Cash
TX0398_5,CUST0571,PRD026,3396,4,7/17/2024,Credit Card
TX0399_1,CUST0572,PRD016,329,1,7/1/2024,Cash
TX0399_2,CUST0572,PRD020,999,1,6/10/2024,Apple Pay
TX0399_3,CUST0572,PRD015,6995,5,7/14/2024,Bank Transfer
TX0400_1,CUST0573,PRD035,2598,2,6/10/2024,Apple Pay
TX0400_2,CUST0573,PRD008,899,1,6/1/2024,Bank Transfer
TX0400_3,CUST0573,PRD012,2998,2,6/17/2024,Bank Transfer
TX0400_4,CUST0573,PRD026,4245,5,7/22/2024,Cash
TX0400_5,CUST0573,PRD016,1316,4,7/31/2024,Credit Card
TX0401_1,CUST0574,PRD002,2397,3,6/10/2024,Credit Card
TX0401_2,CUST0574,PRD010,698,2,6/29/2024,Cash
TX0401_3,CUST0574,PRD006,996,4,6/10/2024,Apple Pay
TX0401_4,CUST0574,PRD017,178,2,6/25/2024,PayPal
TX0401_5,CUST0574,PRD009,749,1,6/1/2024,Credit Card
TX0402_1,CUST0578,PRD034,2596,4,6/26/2024,Bank Transfer
TX0402_2,CUST0578,PRD016,658,2,6/20/2024,PayPal
TX0402_3,CUST0578,PRD016,1316,4,7/16/2024,Apple Pay
TX0402_4,CUST0578,PRD008,1798,2,7/30/2024,Bank Transfer
TX0403_1,CUST0579,PRD027,1196,4,7/8/2024,Bank Transfer
TX0403_2,CUST0579,PRD010,1396,4,6/14/2024,Bank Transfer
TX0403_3,CUST0579,PRD027,299,1,6/5/2024,Credit Card
TX0403_4,CUST0579,PRD001,999,1,6/29/2024,Cash
TX0403_5,CUST0579,PRD014,5995,5,6/5/2024,Bank Transfer
TX0404_1,CUST0580,PRD013,5196,4,7/10/2024,Apple Pay
TX0404_2,CUST0580,PRD012,2998,2,6/19/2024,Apple Pay
TX0404_3,CUST0580,PRD010,1745,5,7/9/2024,PayPal
TX0404_4,CUST0580,PRD009,2247,3,6/6/2024,Cash
TX0404_5,CUST0580,PRD001,999,1,6/3/2024,Apple Pay
TX0405_1,CUST0582,PRD009,3745,5,6/5/2024,Apple Pay
TX0405_2,CUST0582,PRD035,1299,1,7/12/2024,Bank Transfer
TX0406_1,CUST0584,PRD015,6995,5,7/21/2024,Apple Pay
TX0406_2,CUST0584,PRD003,2396,4,6/22/2024,PayPal
TX0406_3,CUST0584,PRD036,5495,5,7/31/2024,Bank Transfer
TX0406_4,CUST0584,PRD036,1099,1,6/7/2024,Cash
TX0406_5,CUST0584,PRD026,849,1,7/10/2024,Cash
TX0407_1,CUST0586,PRD034,1298,2,7/25/2024,Cash
TX0407_2,CUST0586,PRD013,3897,3,6/18/2024,PayPal
TX0407_3,CUST0586,PRD019,399,1,7/14/2024,PayPal
TX0407_4,CUST0586,PRD022,7196,4,6/30/2024,Bank Transfer
TX0408_1,CUST0587,PRD008,4495,5,6/25/2024,Credit Card
TX0408_2,CUST0587,PRD017,89,1,6/24/2024,Credit Card
TX0408_3,CUST0587,PRD004,1999,1,7/5/2024,PayPal
TX0408_4,CUST0587,PRD001,999,1,7/27/2024,Credit Card
TX0409_1,CUST0588,PRD035,5196,4,6/3/2024,Apple Pay
TX0410_1,CUST0589,PRD034,649,1,7/23/2024,Bank Transfer
TX0410_2,CUST0589,PRD003,2995,5,6/21/2024,Cash
TX0411_1,CUST0590,PRD013,5196,4,6/10/2024,Bank Transfer
TX0412_1,CUST0591,PRD019,1995,5,6/11/2024,Apple Pay
TX0412_2,CUST0591,PRD022,7196,4,7/29/2024,Credit Card
TX0413_1,CUST0592,PRD020,1998,2,7/27/2024,Cash
TX0414_1,CUST0593,PRD020,3996,4,6/23/2024,Cash
TX0414_2,CUST0593,PRD029,745,5,7/3/2024,PayPal
TX0414_3,CUST0593,PRD008,2697,3,7/25/2024,Cash
TX0414_4,CUST0593,PRD019,399,1,6/6/2024,Apple Pay
TX0415_1,CUST0595,PRD005,1495,5,7/21/2024,Credit Card
TX0416_1,CUST0597,PRD031,2398,2,6/24/2024,Credit Card
TX0416_2,CUST0597,PRD018,1899,1,6/20/2024,Apple Pay
TX0417_1,CUST0598,PRD034,1298,2,6/18/2024,Credit Card
TX0418_1,CUST0599,PRD023,4197,3,7/21/2024,Apple Pay
TX0419_1,CUST0600,PRD032,2397,3,6/16/2024,Cash
TX0419_2,CUST0600,PRD006,498,2,6/29/2024,Cash
TX0419_3,CUST0600,PRD004,7996,4,7/15/2024,Bank Transfer
TX0420_1,CUST0601,PRD027,598,2,7/9/2024,PayPal
TX0420_2,CUST0601,PRD026,3396,4,7/6/2024,Credit Card
TX0420_3,CUST0601,PRD032,2397,3,7/2/2024,Apple Pay
TX0421_1,CUST0602,PRD027,1495,5,6/18/2024,PayPal
TX0421_2,CUST0602,PRD005,897,3,6/17/2024,Cash
TX0421_3,CUST0602,PRD023,6995,5,6/30/2024,Cash
TX0422_1,CUST0603,PRD036,5495,5,6/2/2024,Credit Card
TX0423_1,CUST0604,PRD013,5196,4,7/22/2024,Credit Card
TX0423_2,CUST0604,PRD010,1396,4,6/16/2024,Apple Pay
TX0423_3,CUST0604,PRD004,3998,2,6/4/2024,Credit Card
TX0423_4,CUST0604,PRD011,199,1,7/12/2024,Credit Card
TX0424_1,CUST0605,PRD018,5697,3,7/16/2024,Bank Transfer
TX0424_2,CUST0605,PRD036,1099,1,7/30/2024,Credit Card
TX0424_3,CUST0605,PRD004,1999,1,7/22/2024,Credit Card
TX0424_4,CUST0605,PRD010,349,1,6/30/2024,Apple Pay
TX0424_5,CUST0605,PRD003,1198,2,7/11/2024,Apple Pay
TX0425_1,CUST0607,PRD018,7596,4,6/5/2024,Credit Card
TX0425_2,CUST0607,PRD034,3245,5,7/7/2024,Bank Transfer
TX0425_3,CUST0607,PRD021,2495,5,6/12/2024,Credit Card
TX0425_4,CUST0607,PRD023,4197,3,7/17/2024,Apple Pay
TX0426_1,CUST0609,PRD003,1198,2,7/3/2024,Bank Transfer
TX0426_2,CUST0609,PRD027,598,2,7/13/2024,Apple Pay
TX0426_3,CUST0609,PRD005,897,3,6/1/2024,Apple Pay
TX0426_4,CUST0609,PRD012,2998,2,6/26/2024,Bank Transfer
TX0426_5,CUST0609,PRD004,9995,5,6/21/2024,Credit Card
TX0427_1,CUST0610,PRD009,2247,3,6/25/2024,PayPal
TX0427_2,CUST0610,PRD015,2798,2,7/28/2024,Cash
TX0427_3,CUST0610,PRD008,3596,4,6/18/2024,PayPal
TX0427_4,CUST0610,PRD012,7495,5,7/20/2024,Credit Card
TX0427_5,CUST0610,PRD026,2547,3,7/12/2024,Cash
TX0428_1,CUST0611,PRD014,4796,4,6/2/2024,PayPal
TX0428_2,CUST0611,PRD006,747,3,7/19/2024,Bank Transfer
TX0429_1,CUST0615,PRD024,716,4,7/23/2024,Cash
TX0429_2,CUST0615,PRD035,3897,3,6/3/2024,PayPal
TX0429_3,CUST0615,PRD020,3996,4,7/1/2024,PayPal
TX0430_1,CUST0616,PRD028,599,1,6/10/2024,PayPal
TX0430_2,CUST0616,PRD021,998,2,6/7/2024,PayPal
TX0430_3,CUST0616,PRD019,1197,3,6/1/2024,Bank Transfer
TX0431_1,CUST0618,PRD015,1399,1,7/17/2024,Credit Card
TX0431_2,CUST0618,PRD017,267,3,6/8/2024,Bank Transfer
TX0431_3,CUST0618,PRD015,5596,4,7/30/2024,Credit Card
TX0431_4,CUST0618,PRD015,5596,4,6/21/2024,Apple Pay
TX0432_1,CUST0619,PRD030,2097,3,7/17/2024,Credit Card
TX0432_2,CUST0619,PRD024,358,2,6/7/2024,Apple Pay
TX0433_1,CUST0620,PRD031,5995,5,6/27/2024,Credit Card
TX0434_1,CUST0624,PRD027,1196,4,6/11/2024,PayPal
TX0434_2,CUST0624,PRD034,1947,3,7/8/2024,PayPal
TX0434_3,CUST0624,PRD010,349,1,7/30/2024,Credit Card
TX0434_4,CUST0624,PRD015,2798,2,7/31/2024,Apple Pay
TX0434_5,CUST0624,PRD001,1998,2,7/10/2024,Apple Pay
TX0435_1,CUST0626,PRD007,3996,4,7/31/2024,Cash
TX0435_2,CUST0626,PRD022,1799,1,7/21/2024,Bank Transfer
TX0435_3,CUST0626,PRD018,5697,3,7/6/2024,Credit Card
TX0436_1,CUST0628,PRD005,299,1,6/13/2024,Credit Card
TX0437_1,CUST0629,PRD016,329,1,6/20/2024,Cash
TX0437_2,CUST0629,PRD012,5996,4,6/3/2024,Credit Card
TX0438_1,CUST0630,PRD002,1598,2,7/17/2024,Credit Card
TX0438_2,CUST0630,PRD031,1199,1,7/30/2024,Apple Pay
TX0438_3,CUST0630,PRD006,249,1,7/2/2024,Bank Transfer
TX0439_1,CUST0631,PRD034,2596,4,6/17/2024,Apple Pay
TX0439_2,CUST0631,PRD024,179,1,6/5/2024,Apple Pay
TX0439_3,CUST0631,PRD034,649,1,6/2/2024,Apple Pay
TX0439_4,CUST0631,PRD011,995,5,7/30/2024,Cash
TX0440_1,CUST0632,PRD023,4197,3,7/2/2024,PayPal
TX0440_2,CUST0632,PRD017,445,5,7/25/2024,Cash
TX0440_3,CUST0632,PRD029,745,5,7/22/2024,Bank Transfer
TX0441_1,CUST0633,PRD020,999,1,6/4/2024,Credit Card
TX0441_2,CUST0633,PRD031,3597,3,6/10/2024,Bank Transfer
TX0441_3,CUST0633,PRD015,2798,2,6/17/2024,Cash
TX0441_4,CUST0633,PRD029,596,4,7/14/2024,Cash
TX0442_1,CUST0634,PRD023,6995,5,7/4/2024,Credit Card
TX0442_2,CUST0634,PRD030,2097,3,7/27/2024,Apple Pay
TX0443_1,CUST0638,PRD031,4796,4,7/16/2024,Credit Card
TX0443_2,CUST0638,PRD024,179,1,7/17/2024,Bank Transfer
TX0443_3,CUST0638,PRD014,4796,4,6/29/2024,Cash
TX0443_4,CUST0638,PRD012,4497,3,6/2/2024,Apple Pay
TX0443_5,CUST0638,PRD007,4995,5,7/8/2024,PayPal
TX0444_1,CUST0639,PRD026,4245,5,6/2/2024,PayPal
TX0444_2,CUST0639,PRD036,1099,1,7/3/2024,Cash
TX0444_3,CUST0639,PRD019,1995,5,7/7/2024,Bank Transfer
TX0444_4,CUST0639,PRD015,1399,1,6/16/2024,Bank Transfer
TX0444_5,CUST0639,PRD010,698,2,7/6/2024,Cash
TX0445_1,CUST0640,PRD016,658,2,7/1/2024,Credit Card
TX0445_2,CUST0640,PRD024,716,4,7/18/2024,Cash
TX0445_3,CUST0640,PRD034,2596,4,7/11/2024,PayPal
TX0445_4,CUST0640,PRD032,799,1,7/11/2024,Credit Card
TX0446_1,CUST0641,PRD020,4995,5,6/7/2024,PayPal
TX0446_2,CUST0641,PRD033,7495,5,6/9/2024,PayPal
TX0446_3,CUST0641,PRD005,897,3,6/11/2024,Cash
TX0446_4,CUST0641,PRD031,5995,5,7/17/2024,Credit Card
TX0446_5,CUST0641,PRD036,3297,3,6/30/2024,Credit Card
TX0447_1,CUST0644,PRD017,356,4,6/11/2024,Apple Pay
TX0447_2,CUST0644,PRD036,4396,4,6/21/2024,Cash
TX0447_3,CUST0644,PRD007,2997,3,7/26/2024,Credit Card
TX0447_4,CUST0644,PRD003,1198,2,6/2/2024,Apple Pay
TX0448_1,CUST0645,PRD030,699,1,7/3/2024,Bank Transfer
TX0448_2,CUST0645,PRD035,5196,4,6/9/2024,PayPal
TX0449_1,CUST0646,PRD003,1198,2,7/3/2024,Apple Pay
TX0449_2,CUST0646,PRD021,1996,4,7/9/2024,Bank Transfer
TX0449_3,CUST0646,PRD001,1998,2,6/14/2024,PayPal
TX0449_4,CUST0646,PRD020,1998,2,7/5/2024,PayPal
TX0449_5,CUST0646,PRD035,2598,2,7/16/2024,Bank Transfer
TX0450_1,CUST0647,PRD011,796,4,6/13/2024,Cash
TX0451_1,CUST0648,PRD001,4995,5,6/4/2024,Apple Pay
TX0451_2,CUST0648,PRD002,3995,5,7/17/2024,Bank Transfer
TX0452_1,CUST0649,PRD005,1495,5,7/2/2024,Credit Card
TX0452_2,CUST0649,PRD022,8995,5,7/7/2024,Bank Transfer
TX0452_3,CUST0649,PRD035,3897,3,6/13/2024,Bank Transfer
TX0453_1,CUST0650,PRD005,897,3,6/2/2024,PayPal
TX0453_2,CUST0650,PRD003,599,1,7/10/2024,Bank Transfer
TX0453_3,CUST0650,PRD025,899,1,7/25/2024,Credit Card
TX0454_1,CUST0651,PRD013,6495,5,7/10/2024,PayPal
TX0454_2,CUST0651,PRD005,1495,5,7/8/2024,Credit Card
TX0454_3,CUST0651,PRD034,3245,5,7/26/2024,Bank Transfer
TX0454_4,CUST0651,PRD023,1399,1,6/12/2024,Credit Card
TX0455_1,CUST0652,PRD001,1998,2,6/17/2024,Apple Pay
TX0455_2,CUST0652,PRD030,2796,4,6/16/2024,PayPal
TX0455_3,CUST0652,PRD013,3897,3,6/16/2024,Bank Transfer
TX0455_4,CUST0652,PRD015,1399,1,7/3/2024,PayPal
TX0456_1,CUST0653,PRD012,4497,3,6/4/2024,Credit Card
TX0456_2,CUST0653,PRD005,598,2,6/30/2024,PayPal
TX0456_3,CUST0653,PRD018,7596,4,7/6/2024,PayPal
TX0457_1,CUST0654,PRD010,698,2,7/21/2024,Apple Pay
TX0457_2,CUST0654,PRD010,698,2,6/11/2024,PayPal
TX0457_3,CUST0654,PRD033,7495,5,6/13/2024,Apple Pay
TX0457_4,CUST0654,PRD012,1499,1,7/28/2024,Cash
TX0457_5,CUST0654,PRD007,999,1,7/27/2024,Cash
TX0458_1,CUST0655,PRD008,2697,3,7/30/2024,Cash
TX0458_2,CUST0655,PRD001,1998,2,6/13/2024,Cash
TX0459_1,CUST0656,PRD034,649,1,7/1/2024,Cash
TX0460_1,CUST0658,PRD034,1947,3,6/18/2024,PayPal
TX0461_1,CUST0659,PRD003,1198,2,6/10/2024,Credit Card
TX0461_2,CUST0659,PRD014,1199,1,7/16/2024,PayPal
TX0461_3,CUST0659,PRD030,3495,5,7/21/2024,Credit Card
TX0461_4,CUST0659,PRD023,1399,1,7/17/2024,Credit Card
TX0461_5,CUST0659,PRD025,899,1,7/13/2024,Cash
TX0462_1,CUST0660,PRD018,5697,3,7/13/2024,Credit Card
TX0462_2,CUST0660,PRD027,598,2,6/6/2024,Bank Transfer
TX0463_1,CUST0661,PRD024,179,1,7/2/2024,Cash
TX0463_2,CUST0661,PRD035,5196,4,7/23/2024,Apple Pay
TX0463_3,CUST0661,PRD006,747,3,6/8/2024,Bank Transfer
TX0464_1,CUST0662,PRD031,1199,1,7/20/2024,Bank Transfer
TX0464_2,CUST0662,PRD013,3897,3,7/29/2024,Apple Pay
TX0464_3,CUST0662,PRD025,4495,5,6/27/2024,PayPal
TX0464_4,CUST0662,PRD036,1099,1,7/12/2024,PayPal
TX0465_1,CUST0663,PRD017,356,4,6/15/2024,Credit Card
TX0466_1,CUST0664,PRD002,799,1,6/4/2024,Bank Transfer
TX0466_2,CUST0664,PRD012,1499,1,6/25/2024,Apple Pay
TX0466_3,CUST0664,PRD024,537,3,7/19/2024,Cash
TX0466_4,CUST0664,PRD017,178,2,7/10/2024,Credit Card
TX0467_1,CUST0666,PRD001,3996,4,7/14/2024,Bank Transfer
TX0467_2,CUST0666,PRD011,398,2,6/12/2024,Apple Pay
TX0467_3,CUST0666,PRD002,799,1,6/9/2024,Cash
TX0467_4,CUST0666,PRD004,7996,4,6/13/2024,Bank Transfer
TX0468_1,CUST0669,PRD020,2997,3,7/24/2024,Bank Transfer
TX0468_2,CUST0669,PRD032,1598,2,7/21/2024,Credit Card
TX0468_3,CUST0669,PRD019,399,1,6/6/2024,Cash
TX0469_1,CUST0670,PRD033,4497,3,7/29/2024,Bank Transfer
TX0469_2,CUST0670,PRD035,6495,5,7/8/2024,Cash
TX0469_3,CUST0670,PRD031,2398,2,6/16/2024,Bank Transfer
TX0469_4,CUST0670,PRD003,2995,5,7/17/2024,Bank Transfer
TX0469_5,CUST0670,PRD023,4197,3,6/18/2024,Cash
TX0470_1,CUST0671,PRD011,199,1,6/28/2024,PayPal
TX0470_2,CUST0671,PRD010,1396,4,6/20/2024,Cash
TX0470_3,CUST0671,PRD013,2598,2,6/6/2024,PayPal
TX0470_4,CUST0671,PRD007,3996,4,7/10/2024,Cash
TX0471_1,CUST0672,PRD001,2997,3,6/7/2024,Cash
TX0471_2,CUST0672,PRD025,4495,5,7/30/2024,PayPal
TX0471_3,CUST0672,PRD032,3995,5,6/13/2024,PayPal
TX0471_4,CUST0672,PRD033,2998,2,6/29/2024,Credit Card
TX0471_5,CUST0672,PRD008,4495,5,7/20/2024,Credit Card
TX0472_1,CUST0673,PRD034,2596,4,7/20/2024,Bank Transfer
TX0472_2,CUST0673,PRD028,2995,5,6/16/2024,PayPal
TX0472_3,CUST0673,PRD023,1399,1,7/28/2024,Apple Pay
TX0473_1,CUST0674,PRD005,598,2,7/25/2024,Cash
TX0473_2,CUST0674,PRD029,447,3,7/25/2024,Apple Pay
TX0473_3,CUST0674,PRD016,658,2,7/17/2024,Credit Card
TX0474_1,CUST0676,PRD020,2997,3,6/8/2024,Bank Transfer
TX0475_1,CUST0678,PRD024,179,1,6/7/2024,Credit Card
TX0475_2,CUST0678,PRD010,1396,4,6/16/2024,PayPal
TX0475_3,CUST0678,PRD010,698,2,7/16/2024,Credit Card
TX0476_1,CUST0679,PRD008,3596,4,6/4/2024,Bank Transfer
TX0476_2,CUST0679,PRD023,5596,4,6/8/2024,Apple Pay
TX0476_3,CUST0679,PRD006,498,2,6/5/2024,Apple Pay
TX0476_4,CUST0679,PRD006,747,3,6/21/2024,Credit Card
TX0476_5,CUST0679,PRD036,3297,3,6/27/2024,PayPal
TX0477_1,CUST0681,PRD010,1396,4,6/10/2024,PayPal
TX0478_1,CUST0683,PRD019,1197,3,7/15/2024,Apple Pay
TX0478_2,CUST0683,PRD003,2995,5,6/17/2024,Cash
TX0478_3,CUST0683,PRD027,299,1,7/5/2024,Bank Transfer
TX0478_4,CUST0683,PRD013,2598,2,7/25/2024,Credit Card
TX0479_1,CUST0684,PRD033,1499,1,7/3/2024,PayPal
TX0479_2,CUST0684,PRD023,4197,3,6/23/2024,Credit Card
TX0479_3,CUST0684,PRD033,7495,5,7/30/2024,Bank Transfer
TX0479_4,CUST0684,PRD006,249,1,7/19/2024,Apple Pay
