Transaction_ID,Customer_ID,Product_ID,Transaction_Date,Total_Price,Quantity,Payment_Method
TX0538_2,CUST0764,PRD029,,149,1,
TX0538_3,CUST0764,PRD028,,1198,2,
TX0538_4,CUST0764,PRD036,,2198,2,
TX0539_1,CUST0765,PRD016,,329,1,
TX0539_2,CUST0765,PRD006,,498,2,
TX0539_3,CUST0765,PRD001,,2997,3,
TX0540_1,CUST0766,PRD022,,3598,2,
TX0540_2,CUST0766,PRD027,,598,2,
TX0540_3,CUST0766,PRD030,,699,1,
TX0540_4,CUST0766,PRD003,,2995,5,
TX0540_5,CUST0766,PRD025,,899,1,
TX0541_1,CUST0767,PRD013,,1299,1,
TX0542_1,CUST0768,PRD022,,3598,2,
TX0542_2,CUST0768,PRD032,,3196,4,
TX0542_3,CUST0768,PRD016,,1316,4,
TX0542_4,CUST0768,PRD031,,4796,4,
TX0542_5,CUST0768,PRD015,,4197,3,
TX0543_1,CUST0769,PRD028,,599,1,
TX0544_1,CUST0772,PRD023,,4197,3,
TX0544_2,CUST0772,PRD016,,987,3,
TX0545_1,CUST0774,PRD025,,899,1,
TX0545_2,CUST0774,PRD017,,267,3,
TX0545_3,CUST0774,PRD018,,5697,3,
TX0545_4,CUST0774,PRD030,,2796,4,
TX0546_1,CUST0776,PRD025,,2697,3,
TX0546_2,CUST0776,PRD027,,299,1,
TX0546_3,CUST0776,PRD008,,1798,2,
TX0546_4,CUST0776,PRD020,,3996,4,
TX0546_5,CUST0776,PRD004,,5997,3,
TX0547_1,CUST0777,PRD014,,2398,2,
TX0547_2,CUST0777,PRD003,,599,1,
TX0547_3,CUST0777,PRD019,,1596,4,
TX0547_4,CUST0777,PRD017,,356,4,
TX0547_5,CUST0777,PRD006,,996,4,
TX0548_1,CUST0778,PRD019,,798,2,
TX0549_1,CUST0780,PRD004,,9995,5,
TX0549_2,CUST0780,PRD001,,3996,4,
TX0550_1,CUST0781,PRD026,,3396,4,
TX0551_1,CUST0782,PRD004,,7996,4,
TX0551_2,CUST0782,PRD032,,2397,3,
TX0551_3,CUST0782,PRD034,,1947,3,
TX0551_4,CUST0782,PRD025,,899,1,
TX0552_1,CUST0785,PRD029,,149,1,
TX0552_2,CUST0785,PRD013,,5196,4,
TX0552_3,CUST0785,PRD020,,3996,4,
TX0552_4,CUST0785,PRD003,,1797,3,
TX0553_1,CUST0786,PRD030,,1398,2,
TX0553_2,CUST0786,PRD020,,3996,4,
TX0554_1,CUST0787,PRD013,,1299,1,
TX0554_2,CUST0787,PRD006,,747,3,
TX0554_3,CUST0787,PRD001,,999,1,
TX0554_4,CUST0787,PRD007,,4995,5,
TX0555_1,CUST0788,PRD002,,2397,3,
TX0556_1,CUST0789,PRD006,,249,1,
TX0557_1,CUST0790,PRD032,,2397,3,
TX0557_2,CUST0790,PRD026,,3396,4,
TX0557_3,CUST0790,PRD018,,9495,5,
TX0557_4,CUST0790,PRD014,,3597,3,
TX0557_5,CUST0790,PRD035,,2598,2,
TX0558_1,CUST0791,PRD021,,499,1,
TX0559_1,CUST0792,PRD006,,747,3,
TX0559_2,CUST0792,PRD014,,5995,5,
TX0559_3,CUST0792,PRD009,,749,1,
TX0560_1,CUST0794,PRD032,,1598,2,
TX0561_1,CUST0795,PRD015,,1399,1,
TX0562_1,CUST0797,PRD022,,1799,1,
TX0562_2,CUST0797,PRD023,,6995,5,
TX0562_3,CUST0797,PRD017,,89,1,
TX0562_4,CUST0797,PRD009,,2996,4,
TX0562_5,CUST0797,PRD020,,2997,3,
TX0563_1,CUST0798,PRD020,,2997,3,
TX0563_2,CUST0798,PRD009,,2247,3,
TX0564_1,CUST0799,PRD030,,2097,3,
TX0564_2,CUST0799,PRD030,,2097,3,
TX0564_3,CUST0799,PRD027,,897,3,
TX0565_1,CUST0801,PRD031,,5995,5,
TX0565_2,CUST0801,PRD019,,1596,4,
TX0566_1,CUST0802,PRD034,,3245,5,
TX0566_2,CUST0802,PRD014,,4796,4,
TX0566_3,CUST0802,PRD024,,179,1,
TX0566_4,CUST0802,PRD018,,1899,1,
TX0566_5,CUST0802,PRD023,,1399,1,
TX0567_1,CUST0803,PRD015,,5596,4,
TX0567_2,CUST0803,PRD023,,1399,1,
TX0568_1,CUST0807,PRD006,,996,4,
TX0568_2,CUST0807,PRD010,,698,2,
TX0569_1,CUST0809,PRD019,,1197,3,
TX0569_2,CUST0809,PRD025,,1798,2,
TX0569_3,CUST0809,PRD026,,4245,5,
TX0569_4,CUST0809,PRD008,,899,1,
TX0569_5,CUST0809,PRD025,,4495,5,
TX0570_1,CUST0811,PRD016,,658,2,
TX0570_2,CUST0811,PRD001,,999,1,
TX0571_1,CUST0812,PRD027,,299,1,
TX0571_2,CUST0812,PRD007,,3996,4,
TX0571_3,CUST0812,PRD002,,3995,5,
TX0571_4,CUST0812,PRD012,,2998,2,
TX0572_1,CUST0813,PRD034,,1947,3,
TX0572_2,CUST0813,PRD024,,895,5,
TX0572_3,CUST0813,PRD004,,7996,4,
TX0572_4,CUST0813,PRD019,,1596,4,
TX0572_5,CUST0813,PRD031,,1199,1,
TX0573_1,CUST0815,PRD019,,1596,4,
TX0573_2,CUST0815,PRD010,,349,1,
TX0573_3,CUST0815,PRD036,,2198,2,
TX0573_4,CUST0815,PRD022,,3598,2,
TX0574_1,CUST0816,PRD031,,1199,1,
TX0574_2,CUST0816,PRD035,,3897,3,
TX0574_3,CUST0816,PRD006,,747,3,
TX0575_1,CUST0817,PRD036,,2198,2,
TX0576_1,CUST0819,PRD001,,999,1,
TX0576_2,CUST0819,PRD028,,1198,2,
TX0576_3,CUST0819,PRD035,,5196,4,
TX0576_4,CUST0819,PRD013,,6495,5,
TX0576_5,CUST0819,PRD018,,3798,2,
TX0577_1,CUST0820,PRD008,,2697,3,
TX0577_2,CUST0820,PRD028,,2995,5,
TX0577_3,CUST0820,PRD014,,2398,2,
TX0578_1,CUST0821,PRD027,,1495,5,
TX0578_2,CUST0821,PRD025,,3596,4,
TX0578_3,CUST0821,PRD033,,4497,3,
TX0578_4,CUST0821,PRD031,,4796,4,
TX0579_1,CUST0822,PRD002,,3196,4,
TX0579_2,CUST0822,PRD023,,1399,1,
TX0579_3,CUST0822,PRD036,,4396,4,
TX0579_4,CUST0822,PRD011,,995,5,
TX0579_5,CUST0822,PRD003,,1198,2,
TX0580_1,CUST0823,PRD025,,1798,2,
TX0581_1,CUST0824,PRD024,,537,3,
TX0581_2,CUST0824,PRD014,,2398,2,
TX0581_3,CUST0824,PRD011,,796,4,
TX0581_4,CUST0824,PRD020,,4995,5,
TX0582_1,CUST0826,PRD002,,2397,3,
TX0582_2,CUST0826,PRD031,,1199,1,
TX0583_1,CUST0827,PRD027,,299,1,
TX0584_1,CUST0828,PRD001,,2997,3,
TX0584_2,CUST0828,PRD011,,398,2,
TX0584_3,CUST0828,PRD013,,5196,4,
TX0585_1,CUST0829,PRD034,,2596,4,
TX0585_2,CUST0829,PRD036,,4396,4,
TX0585_3,CUST0829,PRD028,,2995,5,
TX0585_4,CUST0829,PRD026,,849,1,
TX0585_5,CUST0829,PRD023,,5596,4,
TX0586_1,CUST0830,PRD025,,1798,2,
TX0587_1,CUST0832,PRD021,,2495,5,
TX0588_1,CUST0834,PRD034,,1298,2,
TX0588_2,CUST0834,PRD031,,4796,4,
TX0588_3,CUST0834,PRD027,,1495,5,
TX0588_4,CUST0834,PRD020,,2997,3,
TX0589_1,CUST0835,PRD007,,1998,2,
TX0589_2,CUST0835,PRD020,,3996,4,
TX0590_1,CUST0836,PRD032,,799,1,
TX0590_2,CUST0836,PRD029,,596,4,
TX0591_1,CUST0838,PRD011,,199,1,
TX0591_2,CUST0838,PRD036,,3297,3,
TX0592_1,CUST0839,PRD001,,4995,5,
TX0592_2,CUST0839,PRD014,,5995,5,
TX0593_1,CUST0842,PRD035,,3897,3,
TX0593_2,CUST0842,PRD018,,3798,2,
TX0593_3,CUST0842,PRD017,,356,4,
TX0593_4,CUST0842,PRD006,,747,3,
TX0594_1,CUST0843,PRD019,,1596,4,
TX0595_1,CUST0844,PRD020,,1998,2,
TX0596_1,CUST0845,PRD019,,1197,3,
TX0596_2,CUST0845,PRD016,,1316,4,
TX0596_3,CUST0845,PRD019,,1596,4,
TX0596_4,CUST0845,PRD028,,599,1,
TX0597_1,CUST0846,PRD020,,3996,4,
TX0598_1,CUST0847,PRD013,,6495,5,
TX0598_2,CUST0847,PRD015,,2798,2,
TX0598_3,CUST0847,PRD012,,4497,3,
TX0598_4,CUST0847,PRD026,,3396,4,
TX0598_5,CUST0847,PRD016,,658,2,
TX0599_1,CUST0848,PRD029,,596,4,
TX0599_2,CUST0848,PRD007,,1998,2,
TX0600_1,CUST0849,PRD027,,598,2,
TX0600_2,CUST0849,PRD023,,2798,2,
TX0600_3,CUST0849,PRD018,,9495,5,
TX0601_1,CUST0850,PRD022,,3598,2,
TX0601_2,CUST0850,PRD027,,1495,5,
TX0601_3,CUST0850,PRD016,,1645,5,
TX0601_4,CUST0850,PRD015,,6995,5,
TX0601_5,CUST0850,PRD034,,2596,4,
TX0602_1,CUST0851,PRD036,,3297,3,
TX0603_1,CUST0852,PRD013,,6495,5,
TX0603_2,CUST0852,PRD003,,1797,3,
TX0604_1,CUST0855,PRD015,,5596,4,
TX0604_2,CUST0855,PRD016,,1316,4,
TX0604_3,CUST0855,PRD020,,999,1,
TX0605_1,CUST0856,PRD018,,5697,3,
TX0606_1,CUST0858,PRD030,,3495,5,
TX0606_2,CUST0858,PRD026,,2547,3,
TX0606_3,CUST0858,PRD012,,7495,5,
TX0607_1,CUST0860,PRD020,,3996,4,
TX0608_1,CUST0861,PRD017,,445,5,
TX0609_1,CUST0862,PRD012,,5996,4,
TX0609_2,CUST0862,PRD014,,4796,4,
TX0609_3,CUST0862,PRD007,,3996,4,
TX0610_1,CUST0863,PRD034,,649,1,
TX0610_2,CUST0863,PRD013,,3897,3,
TX0611_1,CUST0864,PRD017,,445,5,
TX0611_2,CUST0864,PRD004,,9995,5,
TX0611_3,CUST0864,PRD030,,2097,3,
TX0611_4,CUST0864,PRD025,,4495,5,
TX0612_1,CUST0865,PRD009,,2247,3,
TX0612_2,CUST0865,PRD030,,3495,5,
TX0613_1,CUST0866,PRD029,,745,5,
TX0613_2,CUST0866,PRD014,,2398,2,
TX0613_3,CUST0866,PRD013,,1299,1,
TX0614_1,CUST0868,PRD004,,3998,2,
TX0614_2,CUST0868,PRD012,,5996,4,
TX0614_3,CUST0868,PRD028,,1797,3,
TX0614_4,CUST0868,PRD018,,7596,4,
TX0615_1,CUST0870,PRD009,,2247,3,
TX0615_2,CUST0870,PRD025,,1798,2,
TX0615_3,CUST0870,PRD011,,398,2,
TX0616_1,CUST0871,PRD027,,897,3,
TX0616_2,CUST0871,PRD010,,349,1,
TX0616_3,CUST0871,PRD029,,447,3,
TX0617_1,CUST0872,PRD016,,987,3,
TX0617_2,CUST0872,PRD012,,5996,4,
TX0617_3,CUST0872,PRD003,,2396,4,
TX0618_1,CUST0873,PRD030,,2097,3,
TX0619_1,CUST0875,PRD035,,3897,3,
TX0620_1,CUST0877,PRD004,,3998,2,
TX0620_2,CUST0877,PRD002,,2397,3,
TX0620_3,CUST0877,PRD007,,4995,5,
TX0620_4,CUST0877,PRD024,,179,1,
TX0621_1,CUST0881,PRD017,,267,3,
TX0621_2,CUST0881,PRD022,,7196,4,
TX0621_3,CUST0881,PRD016,,329,1,
TX0621_4,CUST0881,PRD011,,995,5,
TX0621_5,CUST0881,PRD005,,598,2,
TX0622_1,CUST0882,PRD004,,9995,5,
TX0622_2,CUST0882,PRD003,,2396,4,
TX0622_3,CUST0882,PRD003,,2396,4,
TX0623_1,CUST0883,PRD013,,3897,3,
TX0624_1,CUST0884,PRD028,,1198,2,
TX0625_1,CUST0887,PRD027,,1495,5,
TX0625_2,CUST0887,PRD026,,1698,2,
TX0626_1,CUST0889,PRD030,,2097,3,
TX0626_2,CUST0889,PRD014,,4796,4,
TX0626_3,CUST0889,PRD017,,445,5,
TX0627_1,CUST0890,PRD033,,7495,5,
TX0627_2,CUST0890,PRD030,,699,1,
TX0627_3,CUST0890,PRD035,,6495,5,
TX0627_4,CUST0890,PRD001,,1998,2,
TX0627_5,CUST0890,PRD005,,1495,5,
TX0628_1,CUST0891,PRD020,,2997,3,
TX0629_1,CUST0892,PRD005,,598,2,
TX0629_2,CUST0892,PRD001,,4995,5,
TX0630_1,CUST0893,PRD030,,1398,2,
TX0630_2,CUST0893,PRD034,,3245,5,
TX0630_3,CUST0893,PRD025,,4495,5,
TX0631_1,CUST0894,PRD009,,2247,3,
TX0631_2,CUST0894,PRD035,,5196,4,
TX0631_3,CUST0894,PRD009,,2247,3,
TX0631_4,CUST0894,PRD001,,3996,4,
TX0631_5,CUST0894,PRD023,,4197,3,
TX0632_1,CUST0895,PRD011,,995,5,
TX0632_2,CUST0895,PRD026,,849,1,
TX0633_1,CUST0896,PRD013,,6495,5,
TX0633_2,CUST0896,PRD025,,4495,5,
TX0633_3,CUST0896,PRD013,,6495,5,
TX0634_1,CUST0897,PRD002,,1598,2,
TX0634_2,CUST0897,PRD014,,5995,5,
TX0634_3,CUST0897,PRD029,,745,5,
TX0634_4,CUST0897,PRD008,,2697,3,
TX0635_1,CUST0898,PRD007,,3996,4,
TX0636_1,CUST0900,PRD005,,598,2,
TX0636_2,CUST0900,PRD006,,498,2,
TX0637_1,CUST0901,PRD026,,2547,3,
TX0637_2,CUST0901,PRD013,,5196,4,
TX0637_3,CUST0901,PRD026,,4245,5,
TX0637_4,CUST0901,PRD010,,1396,4,
TX0637_5,CUST0901,PRD021,,1996,4,
TX0638_1,CUST0902,PRD032,,2397,3,
TX0638_2,CUST0902,PRD026,,1698,2,
TX0638_3,CUST0902,PRD028,,2995,5,
TX0639_1,CUST0904,PRD013,,1299,1,
TX0639_2,CUST0904,PRD026,,3396,4,
TX0640_1,CUST0905,PRD020,,1998,2,
TX0640_2,CUST0905,PRD035,,3897,3,
TX0640_3,CUST0905,PRD030,,2097,3,
TX0641_1,CUST0906,PRD033,,5996,4,
TX0641_2,CUST0906,PRD012,,1499,1,
TX0641_3,CUST0906,PRD029,,745,5,
TX0641_4,CUST0906,PRD005,,299,1,
TX0641_5,CUST0906,PRD031,,5995,5,
TX0642_1,CUST0908,PRD012,,7495,5,
TX0642_2,CUST0908,PRD002,,1598,2,
TX0642_3,CUST0908,PRD035,,1299,1,
TX0642_4,CUST0908,PRD021,,1996,4,
TX0642_5,CUST0908,PRD017,,356,4,
TX0643_1,CUST0909,PRD021,,2495,5,
TX0643_2,CUST0909,PRD021,,2495,5,
TX0644_1,CUST0910,PRD018,,1899,1,
TX0644_2,CUST0910,PRD004,,7996,4,
TX0644_3,CUST0910,PRD018,,5697,3,
TX0644_4,CUST0910,PRD032,,1598,2,
TX0644_5,CUST0910,PRD024,,179,1,
TX0645_1,CUST0911,PRD023,,5596,4,
TX0646_1,CUST0913,PRD023,,5596,4,
TX0646_2,CUST0913,PRD026,,849,1,
TX0646_3,CUST0913,PRD002,,3995,5,
TX0646_4,CUST0913,PRD027,,1495,5,
TX0646_5,CUST0913,PRD006,,747,3,
TX0647_1,CUST0916,PRD008,,2697,3,
TX0647_2,CUST0916,PRD030,,2796,4,
TX0648_1,CUST0917,PRD033,,2998,2,
TX0649_1,CUST0918,PRD036,,4396,4,
TX0649_2,CUST0918,PRD007,,1998,2,
TX0649_3,CUST0918,PRD010,,1745,5,
TX0650_1,CUST0919,PRD009,,749,1,
TX0650_2,CUST0919,PRD017,,356,4,
TX0650_3,CUST0919,PRD010,,1396,4,
TX0651_1,CUST0920,PRD023,,6995,5,
TX0651_2,CUST0920,PRD036,,1099,1,
TX0652_1,CUST0922,PRD034,,2596,4,
TX0652_2,CUST0922,PRD023,,6995,5,
TX0652_3,CUST0922,PRD034,,2596,4,
TX0652_4,CUST0922,PRD029,,298,2,
TX0653_1,CUST0923,PRD031,,2398,2,
TX0653_2,CUST0923,PRD031,,5995,5,
TX0653_3,CUST0923,PRD014,,4796,4,
TX0653_4,CUST0923,PRD018,,5697,3,
TX0654_1,CUST0926,PRD005,,299,1,
TX0654_2,CUST0926,PRD035,,2598,2,
TX0655_1,CUST0927,PRD001,,999,1,
TX0655_2,CUST0927,PRD018,,1899,1,
TX0655_3,CUST0927,PRD034,,1947,3,
TX0655_4,CUST0927,PRD017,,267,3,
TX0656_1,CUST0930,PRD024,,537,3,
TX0656_2,CUST0930,PRD019,,1995,5,
TX0656_3,CUST0930,PRD017,,267,3,
TX0656_4,CUST0930,PRD006,,747,3,
TX0657_1,CUST0931,PRD007,,2997,3,
TX0657_2,CUST0931,PRD001,,1998,2,
TX0657_3,CUST0931,PRD015,,2798,2,
TX0658_1,CUST0932,PRD019,,1197,3,
TX0658_2,CUST0932,PRD004,,5997,3,
TX0658_3,CUST0932,PRD034,,649,1,
TX0659_1,CUST0933,PRD003,,2995,5,
TX0659_2,CUST0933,PRD019,,399,1,
TX0659_3,CUST0933,PRD016,,658,2,
TX0659_4,CUST0933,PRD013,,6495,5,
TX0659_5,CUST0933,PRD032,,3196,4,
TX0660_1,CUST0936,PRD033,,7495,5,
TX0660_2,CUST0936,PRD028,,1198,2,
TX0660_3,CUST0936,PRD009,,2247,3,
TX0661_1,CUST0939,PRD026,,849,1,
TX0662_1,CUST0940,PRD001,,1998,2,
TX0662_2,CUST0940,PRD001,,1998,2,
TX0662_3,CUST0940,PRD012,,7495,5,
TX0662_4,CUST0940,PRD009,,2996,4,
TX0663_1,CUST0941,PRD002,,2397,3,
TX0663_2,CUST0941,PRD004,,3998,2,
TX0663_3,CUST0941,PRD002,,1598,2,
TX0663_4,CUST0941,PRD014,,5995,5,
TX0664_1,CUST0942,PRD016,,658,2,
TX0664_2,CUST0942,PRD023,,6995,5,
TX0664_3,CUST0942,PRD032,,1598,2,
TX0665_1,CUST0943,PRD017,,356,4,
TX0665_2,CUST0943,PRD020,,4995,5,
TX0665_3,CUST0943,PRD012,,7495,5,
TX0666_1,CUST0944,PRD023,,1399,1,
TX0666_2,CUST0944,PRD012,,4497,3,
TX0667_1,CUST0947,PRD029,,298,2,
TX0668_1,CUST0948,PRD032,,799,1,
TX0668_2,CUST0948,PRD001,,3996,4,
TX0668_3,CUST0948,PRD033,,5996,4,
TX0668_4,CUST0948,PRD003,,2396,4,
TX0669_1,CUST0949,PRD021,,2495,5,
TX0669_2,CUST0949,PRD031,,3597,3,
TX0669_3,CUST0949,PRD019,,1197,3,
TX0669_4,CUST0949,PRD004,,3998,2,
TX0670_1,CUST0950,PRD022,,3598,2,
TX0670_2,CUST0950,PRD003,,2995,5,
TX0670_3,CUST0950,PRD018,,3798,2,
TX0670_4,CUST0950,PRD028,,599,1,
TX0671_1,CUST0951,PRD012,,1499,1,
TX0671_2,CUST0951,PRD016,,987,3,
TX0671_3,CUST0951,PRD020,,4995,5,
TX0671_4,CUST0951,PRD012,,2998,2,
TX0671_5,CUST0951,PRD035,,2598,2,
TX0672_1,CUST0954,PRD014,,2398,2,
TX0673_1,CUST0956,PRD006,,1245,5,
TX0673_2,CUST0956,PRD009,,1498,2,
TX0674_1,CUST0960,PRD018,,5697,3,
TX0674_2,CUST0960,PRD008,,899,1,
TX0674_3,CUST0960,PRD017,,445,5,
TX0674_4,CUST0960,PRD029,,447,3,
TX0674_5,CUST0960,PRD025,,4495,5,
TX0675_1,CUST0961,PRD020,,2997,3,
TX0675_2,CUST0961,PRD004,,7996,4,
TX0676_1,CUST0966,PRD035,,1299,1,
TX0676_2,CUST0966,PRD013,,3897,3,
TX0676_3,CUST0966,PRD020,,1998,2,
TX0676_4,CUST0966,PRD003,,2995,5,
TX0676_5,CUST0966,PRD005,,1196,4,
TX0677_1,CUST0967,PRD018,,7596,4,
TX0678_1,CUST0968,PRD011,,398,2,
TX0678_2,CUST0968,PRD033,,4497,3,
TX0678_3,CUST0968,PRD013,,6495,5,
TX0679_1,CUST0971,PRD011,,398,2,
TX0680_1,CUST0972,PRD023,,1399,1,
TX0680_2,CUST0972,PRD022,,3598,2,
TX0681_1,CUST0973,PRD029,,596,4,
TX0681_2,CUST0973,PRD016,,1645,5,
TX0681_3,CUST0973,PRD017,,178,2,
TX0681_4,CUST0973,PRD019,,798,2,
TX0682_1,CUST0975,PRD012,,1499,1,
TX0682_2,CUST0975,PRD022,,5397,3,
TX0682_3,CUST0975,PRD017,,267,3,
TX0683_1,CUST0976,PRD034,,649,1,
TX0683_2,CUST0976,PRD033,,1499,1,
TX0684_1,CUST0978,PRD026,,1698,2,
TX0684_2,CUST0978,PRD012,,1499,1,
TX0685_1,CUST0982,PRD006,,747,3,
TX0685_2,CUST0982,PRD010,,1047,3,
TX0685_3,CUST0982,PRD008,,3596,4,
TX0686_1,CUST0984,PRD034,,1947,3,
TX0687_1,CUST0986,PRD004,,7996,4,
TX0687_2,CUST0986,PRD019,,1197,3,
TX0687_3,CUST0986,PRD025,,4495,5,
TX0687_4,CUST0986,PRD033,,1499,1,
TX0688_1,CUST0987,PRD001,,999,1,
TX0688_2,CUST0987,PRD007,,3996,4,
TX0689_1,CUST0988,PRD013,,6495,5,
TX0689_2,CUST0988,PRD006,,996,4,
TX0689_3,CUST0988,PRD034,,1298,2,
TX0689_4,CUST0988,PRD003,,2396,4,
TX0690_1,CUST0989,PRD001,,999,1,
TX0690_2,CUST0989,PRD005,,1495,5,
TX0690_3,CUST0989,PRD029,,596,4,
TX0690_4,CUST0989,PRD012,,5996,4,
TX0690_5,CUST0989,PRD022,,3598,2,
TX0691_1,CUST0990,PRD033,,7495,5,
TX0692_1,CUST0991,PRD008,,1798,2,
TX0692_2,CUST0991,PRD011,,597,3,
TX0692_3,CUST0991,PRD035,,2598,2,
TX0693_1,CUST0992,PRD009,,2247,3,
TX0693_2,CUST0992,PRD015,,5596,4,
TX0693_3,CUST0992,PRD010,,1745,5,
TX0694_1,CUST0993,PRD018,,3798,2,
TX0694_2,CUST0993,PRD022,,3598,2,
TX0694_3,CUST0993,PRD033,,4497,3,
TX0694_4,CUST0993,PRD002,,3995,5,
TX0694_5,CUST0993,PRD018,,3798,2,
TX0695_1,CUST0994,PRD029,,745,5,
TX0695_2,CUST0994,PRD031,,3597,3,
TX0695_3,CUST0994,PRD015,,6995,5,
TX0695_4,CUST0994,PRD008,,4495,5,
TX0696_1,CUST0995,PRD034,,3245,5,
TX0696_2,CUST0995,PRD029,,298,2,
TX0696_3,CUST0995,PRD030,,2097,3,
TX0697_1,CUST0996,PRD032,,1598,2,
TX0697_2,CUST0996,PRD014,,3597,3,
TX0697_3,CUST0996,PRD021,,499,1,
TX0697_4,CUST0996,PRD024,,537,3,
TX0697_5,CUST0996,PRD006,,249,1,
TX0698_1,CUST0997,PRD025,,2697,3,
TX0698_2,CUST0997,PRD001,,999,1,
TX0698_3,CUST0997,PRD007,,2997,3,
TX0698_4,CUST0997,PRD004,,7996,4,
TX0699_1,CUST0998,PRD026,,1698,2,
TX0699_2,CUST0998,PRD013,,5196,4,
TX0699_3,CUST0998,PRD008,,4495,5,
TX0699_4,CUST0998,PRD033,,2998,2,
TX0700_1,CUST0999,PRD033,,7495,5,
TX0700_2,CUST0999,PRD029,,298,2,
TX0701_1,CUST1001,PRD026,,3396,4,
TX0701_2,CUST1001,PRD012,,4497,3,
TX0701_3,CUST1001,PRD023,,1399,1,
TX0701_4,CUST1001,PRD025,,899,1,
TX0702_1,CUST1002,PRD007,,3996,4,
TX0702_2,CUST1002,PRD009,,2247,3,
TX0702_3,CUST1002,PRD017,,89,1,
TX0702_4,CUST1002,PRD006,,249,1,
TX0702_5,CUST1002,PRD002,,2397,3,
TX0703_1,CUST1003,PRD023,,4197,3,
TX0703_2,CUST1003,PRD035,,3897,3,
TX0703_3,CUST1003,PRD007,,1998,2,
TX0703_4,CUST1003,PRD001,,3996,4,
TX0703_5,CUST1003,PRD035,,5196,4,
TX0704_1,CUST1004,PRD028,,599,1,
TX0705_1,CUST1007,PRD035,,6495,5,
TX0706_1,CUST1009,PRD001,,3996,4,
TX0707_1,CUST1011,PRD031,,3597,3,
TX0708_1,CUST1012,PRD029,,596,4,
TX0708_2,CUST1012,PRD033,,4497,3,
TX0709_1,CUST1013,PRD009,,2247,3,
TX0709_2,CUST1013,PRD009,,2247,3,
TX0709_3,CUST1013,PRD004,,3998,2,
TX0709_4,CUST1013,PRD023,,1399,1,
TX0710_1,CUST1014,PRD033,,4497,3,
TX0710_2,CUST1014,PRD008,,4495,5,
TX0710_3,CUST1014,PRD001,,4995,5,
TX0710_4,CUST1014,PRD023,,6995,5,
TX0711_1,CUST1016,PRD015,,4197,3,
TX0711_2,CUST1016,PRD006,,249,1,
TX0712_1,CUST1019,PRD035,,2598,2,
TX0712_2,CUST1019,PRD036,,4396,4,
TX0712_3,CUST1019,PRD020,,3996,4,
TX0713_1,CUST1020,PRD017,,89,1,
TX0714_1,CUST1021,PRD011,,199,1,
TX0715_1,CUST1022,PRD036,,4396,4,
TX0715_2,CUST1022,PRD016,,329,1,
TX0715_3,CUST1022,PRD010,,1745,5,
TX0715_4,CUST1022,PRD001,,2997,3,
TX0715_5,CUST1022,PRD024,,358,2,
TX0716_1,CUST1023,PRD036,,3297,3,
TX0716_2,CUST1023,PRD013,,6495,5,
TX0717_1,CUST1025,PRD015,,2798,2,
TX0717_2,CUST1025,PRD002,,2397,3,
TX0717_3,CUST1025,PRD031,,5995,5,
TX0717_4,CUST1025,PRD009,,749,1,
TX0718_1,CUST1027,PRD004,,1999,1,
TX0719_1,CUST1028,PRD034,,1298,2,
TX0719_2,CUST1028,PRD014,,4796,4,
TX0719_3,CUST1028,PRD031,,4796,4,
TX0719_4,CUST1028,PRD016,,1316,4,
TX0720_1,CUST1029,PRD029,,447,3,
TX0720_2,CUST1029,PRD031,,2398,2,
TX0720_3,CUST1029,PRD025,,899,1,
TX0720_4,CUST1029,PRD008,,3596,4,
TX0721_1,CUST1031,PRD002,,2397,3,
TX0721_2,CUST1031,PRD029,,447,3,
TX0721_3,CUST1031,PRD036,,2198,2,
TX0721_4,CUST1031,PRD004,,9995,5,
TX0722_1,CUST1032,PRD009,,749,1,
TX0722_2,CUST1032,PRD026,,1698,2,
TX0722_3,CUST1032,PRD011,,796,4,
TX0723_1,CUST1033,PRD001,,4995,5,
TX0724_1,CUST1036,PRD002,,2397,3,
TX0724_2,CUST1036,PRD027,,1495,5,
TX0725_1,CUST1037,PRD028,,1797,3,
TX0725_2,CUST1037,PRD030,,2097,3,
TX0725_3,CUST1037,PRD018,,1899,1,
TX0725_4,CUST1037,PRD030,,3495,5,
TX0726_1,CUST1038,PRD016,,329,1,
TX0726_2,CUST1038,PRD014,,1199,1,
TX0727_1,CUST1040,PRD022,,7196,4,
TX0727_2,CUST1040,PRD019,,1596,4,
TX0727_3,CUST1040,PRD033,,2998,2,
TX0727_4,CUST1040,PRD015,,6995,5,
TX0728_1,CUST1041,PRD022,,5397,3,
TX0728_2,CUST1041,PRD030,,3495,5,
TX0728_3,CUST1041,PRD014,,1199,1,
TX0728_4,CUST1041,PRD011,,995,5,
TX0728_5,CUST1041,PRD034,,1298,2,
TX0729_1,CUST1042,PRD016,,1316,4,
TX0729_2,CUST1042,PRD018,,9495,5,
TX0729_3,CUST1042,PRD024,,716,4,
TX0730_1,CUST1043,PRD014,,5995,5,
TX0730_2,CUST1043,PRD009,,749,1,
TX0731_1,CUST1044,PRD017,,356,4,
TX0731_2,CUST1044,PRD022,,8995,5,
TX0732_1,CUST1045,PRD008,,899,1,
TX0732_2,CUST1045,PRD008,,3596,4,
TX0732_3,CUST1045,PRD022,,8995,5,
TX0732_4,CUST1045,PRD001,,1998,2,
TX0733_1,CUST1046,PRD002,,3995,5,
