Company_ID,Customer_ID,OS,Device_Type,Event_Name,Event_Value,Event_Count,Session_Duration,Session_Number
CMP006,CUST0948,iOS,Mobile,click_promotion,4,9,796,3
CMP003,CUST1329,iOS,Tablet,share,3,6,273,18
CMP004,CUST1055,iOS,Mobile,login,1,3,1782,3
CMP002,CUST1509,iOS,Mobile,login,1,9,1220,1
CMP001,CUST3845,Android,Tablet,view_item,1,2,254,3
CMP004,CUST2417,iOS,Tablet,begin_checkout,5,4,815,1
CMP001,CUST3195,iOS,Tablet,remove_from_cart,0,3,52,18
CMP004,CUST0533,Web,Desktop,add_to_wishlist,2,8,43,8
CMP005,CUST0401,Android,Tablet,add_payment_info,6,4,1662,10
CMP006,CUST1295,iOS,Tablet,purchase,7,6,67,11
CMP002,CUST4871,Web,Desktop,add_to_cart,3,2,793,19
CMP003,CUST3199,iOS,Mobile,view_item,1,9,65,11
CMP006,CUST1581,Web,Tablet,add_payment_info,6,3,1761,8
CMP001,CUST1931,iOS,Tablet,share,3,9,1402,18
CMP005,CUST1038,iOS,Mobile,add_to_cart,3,4,673,14
CMP004,CUST0240,Android,Tablet,add_payment_info,6,2,980,14
CMP001,CUST0820,Android,Mobile,remove_from_cart,0,4,1596,14
CMP004,CUST0593,Web,Tablet,sign_up,4,4,1792,17
CMP004,CUST2820,iOS,Tablet,share,3,10,1512,11
CMP006,CUST1222,iOS,Mobile,begin_checkout,5,2,1498,1
CMP003,CUST3007,Android,Tablet,share,3,1,1613,14
CMP006,CUST0992,Android,Mobile,click_promotion,4,10,1468,18
CMP006,CUST4701,iOS,Tablet,begin_checkout,5,1,580,5
CMP004,CUST1982,Android,Tablet,begin_checkout,5,3,1649,7
CMP006,CUST2596,Web,Mobile,add_payment_info,6,9,1767,12
CMP002,CUST4943,iOS,Tablet,add_to_cart,3,4,1704,12
CMP001,CUST1933,Web,Tablet,share,3,10,1284,9
CMP006,CUST0674,Web,Tablet,share,3,3,1732,5
CMP001,CUST4894,Web,Mobile,add_payment_info,6,5,629,9
CMP003,CUST1227,iOS,Mobile,view_item,1,3,760,8
CMP003,CUST1936,Android,Mobile,search,2,3,65,12
CMP005,CUST4039,Web,Mobile,sign_up,4,6,1528,9
CMP005,CUST2824,Android,Mobile,add_payment_info,6,1,759,18
CMP006,CUST4533,Web,Mobile,remove_from_cart,0,2,503,18
CMP001,CUST3680,Android,Mobile,add_payment_info,6,7,47,6
CMP006,CUST0239,Web,Desktop,add_payment_info,6,6,985,20
CMP002,CUST3066,Android,Mobile,begin_checkout,5,4,938,6
CMP003,CUST0847,iOS,Mobile,login,1,9,301,4
CMP003,CUST2517,Android,Tablet,remove_from_cart,0,8,245,2
CMP001,CUST0255,Android,Mobile,share,3,5,1787,19
CMP003,CUST0104,Web,Mobile,add_to_wishlist,2,3,784,3
CMP005,CUST0286,Web,Tablet,login,1,8,645,4
CMP005,CUST2826,iOS,Mobile,sign_up,4,8,1775,17
CMP001,CUST2088,Android,Tablet,click_promotion,4,7,731,12
CMP005,CUST0173,Web,Desktop,purchase,7,5,1779,11
CMP006,CUST2241,Web,Mobile,purchase,7,6,595,6
CMP006,CUST4222,Web,Desktop,login,1,7,522,11
CMP002,CUST0006,Android,Mobile,purchase,7,3,848,10
CMP001,CUST4494,iOS,Tablet,purchase,7,3,1162,18
CMP006,CUST1525,Web,Tablet,sign_up,4,8,1455,19
CMP004,CUST2103,Android,Tablet,add_to_cart,3,5,1280,2
CMP003,CUST0030,Web,Desktop,add_to_cart,3,6,586,20
CMP004,CUST2487,Android,Tablet,add_payment_info,6,1,1554,13
CMP004,CUST0215,iOS,Mobile,share,3,5,855,11
CMP001,CUST2579,Android,Tablet,remove_from_cart,0,9,1658,2
CMP001,CUST1506,Web,Tablet,login,1,4,709,18
CMP001,CUST1489,iOS,Mobile,sign_up,4,7,1178,14
CMP006,CUST2806,Web,Mobile,begin_checkout,5,6,66,14
CMP002,CUST4406,Web,Mobile,add_payment_info,6,8,894,10
CMP004,CUST1275,Android,Tablet,view_item,1,2,1051,20
CMP001,CUST4179,Android,Tablet,purchase,7,8,834,9
CMP002,CUST1535,Web,Tablet,view_item,1,1,837,17
CMP006,CUST2387,Web,Mobile,remove_from_cart,0,5,791,13
CMP002,CUST1522,Android,Tablet,begin_checkout,5,2,1692,1
CMP002,CUST2769,iOS,Mobile,sign_up,4,6,818,14
CMP005,CUST3997,iOS,Tablet,click_promotion,4,3,1125,20
CMP006,CUST0304,Android,Tablet,remove_from_cart,0,3,953,9
CMP005,CUST4082,Android,Mobile,remove_from_cart,0,9,1441,15
CMP001,CUST0642,iOS,Tablet,view_item,1,10,304,15
CMP002,CUST4756,iOS,Mobile,remove_from_cart,0,9,355,11
CMP001,CUST1583,Web,Mobile,add_to_cart,3,1,1015,15
CMP004,CUST1338,Android,Mobile,purchase,7,10,375,1
CMP002,CUST0838,Web,Mobile,login,1,8,308,16
CMP002,CUST2537,iOS,Mobile,view_item,1,10,1156,5
CMP006,CUST0996,Android,Tablet,share,3,8,357,13
CMP002,CUST1483,iOS,Tablet,login,1,8,161,5
CMP006,CUST1627,iOS,Tablet,begin_checkout,5,9,447,12
CMP006,CUST3972,Web,Tablet,share,3,3,481,10
CMP004,CUST4132,Web,Tablet,add_payment_info,6,3,1491,12
CMP001,CUST3665,Android,Mobile,click_promotion,4,2,613,16
CMP001,CUST2372,Android,Mobile,search,2,9,970,8
CMP002,CUST3198,iOS,Mobile,add_payment_info,6,7,900,10
CMP001,CUST0267,iOS,Tablet,add_payment_info,6,1,1189,20
CMP006,CUST4984,iOS,Mobile,remove_from_cart,0,3,1705,20
CMP005,CUST0160,Android,Tablet,remove_from_cart,0,6,1371,1
CMP005,CUST0123,Web,Tablet,add_payment_info,6,8,883,4
CMP002,CUST0683,iOS,Tablet,share,3,4,594,2
CMP003,CUST2039,Web,Tablet,sign_up,4,3,1149,15
CMP001,CUST3108,iOS,Tablet,begin_checkout,5,8,1711,13
CMP003,CUST3037,Web,Mobile,sign_up,4,5,1058,6
CMP003,CUST3174,iOS,Mobile,begin_checkout,5,5,1138,19
CMP004,CUST4237,iOS,Mobile,login,1,4,1152,6
CMP005,CUST4515,Web,Desktop,add_payment_info,6,4,1155,10
CMP003,CUST1410,Web,Tablet,click_promotion,4,3,1444,5
CMP002,CUST2277,Android,Mobile,login,1,5,1251,2
CMP001,CUST1972,Android,Tablet,click_promotion,4,3,1024,6
CMP005,CUST3369,iOS,Mobile,add_to_wishlist,2,10,409,11
CMP003,CUST4795,Web,Desktop,purchase,7,5,1645,7
CMP001,CUST4271,Android,Mobile,add_to_wishlist,2,8,813,16
CMP006,CUST0629,Web,Tablet,add_payment_info,6,3,1198,11
CMP005,CUST2604,iOS,Tablet,click_promotion,4,6,1091,12
CMP005,CUST0599,iOS,Tablet,search,2,9,799,12
CMP005,CUST1316,iOS,Mobile,add_to_wishlist,2,7,1593,8
CMP006,CUST0189,iOS,Mobile,view_item,1,9,443,5
CMP002,CUST2058,Android,Tablet,login,1,9,336,7
CMP004,CUST3714,Web,Tablet,purchase,7,1,366,17
CMP003,CUST2835,Web,Tablet,click_promotion,4,9,744,13
CMP006,CUST3396,Android,Mobile,add_payment_info,6,7,1265,6
CMP006,CUST4126,Web,Mobile,search,2,3,895,3
CMP003,CUST3672,iOS,Mobile,click_promotion,4,8,1492,3
CMP006,CUST0601,Web,Mobile,add_payment_info,6,4,1087,17
CMP004,CUST4248,iOS,Mobile,sign_up,4,7,343,2
CMP006,CUST3673,Web,Desktop,remove_from_cart,0,10,603,5
CMP006,CUST0867,Android,Mobile,remove_from_cart,0,8,1271,3
CMP001,CUST4729,iOS,Tablet,click_promotion,4,6,709,10
CMP006,CUST2990,Web,Mobile,begin_checkout,5,1,167,6
CMP003,CUST2571,Android,Tablet,begin_checkout,5,7,1758,19
CMP004,CUST0319,iOS,Mobile,login,1,1,201,3
CMP002,CUST4911,Web,Tablet,add_to_wishlist,2,4,1720,14
CMP004,CUST4801,iOS,Mobile,remove_from_cart,0,1,1660,5
CMP003,CUST4679,Web,Tablet,search,2,8,208,8
CMP001,CUST4246,iOS,Mobile,add_to_wishlist,2,10,1159,2
CMP003,CUST1917,iOS,Mobile,sign_up,4,9,1406,15
CMP004,CUST2079,iOS,Mobile,add_payment_info,6,10,1758,8
CMP002,CUST4255,Android,Mobile,sign_up,4,4,798,8
CMP005,CUST0727,Android,Mobile,add_payment_info,6,9,1037,6
CMP001,CUST1114,Web,Desktop,purchase,7,2,465,3
CMP002,CUST0154,Web,Mobile,remove_from_cart,0,10,181,15
CMP003,CUST2171,iOS,Mobile,login,1,9,564,18
CMP001,CUST1626,Web,Tablet,click_promotion,4,6,483,19
CMP004,CUST1226,Web,Desktop,sign_up,4,3,119,6
CMP005,CUST4931,iOS,Tablet,begin_checkout,5,4,928,17
CMP004,CUST3176,iOS,Tablet,add_to_cart,3,2,1626,5
CMP003,CUST2392,Web,Tablet,remove_from_cart,0,1,101,2
CMP002,CUST0951,Android,Mobile,search,2,3,1447,7
CMP001,CUST2481,iOS,Tablet,add_to_cart,3,4,1169,8
CMP001,CUST2417,Android,Tablet,share,3,1,900,4
CMP004,CUST3616,iOS,Tablet,search,2,2,152,2
CMP002,CUST4679,Web,Desktop,remove_from_cart,0,3,1456,15
CMP003,CUST0541,Android,Mobile,view_item,1,9,1519,3
CMP004,CUST0192,Android,Mobile,sign_up,4,1,1455,8
CMP003,CUST3033,Android,Tablet,remove_from_cart,0,1,502,18
CMP004,CUST2653,iOS,Mobile,click_promotion,4,6,445,12
CMP006,CUST1109,Web,Desktop,add_payment_info,6,1,516,6
CMP004,CUST1471,iOS,Mobile,remove_from_cart,0,5,289,8
CMP005,CUST1502,iOS,Tablet,purchase,7,9,501,19
CMP003,CUST1207,iOS,Mobile,add_to_cart,3,10,342,8
CMP002,CUST2571,Web,Mobile,add_payment_info,6,10,643,11
CMP004,CUST4369,iOS,Mobile,purchase,7,8,473,17
CMP001,CUST0772,iOS,Tablet,begin_checkout,5,7,1485,13
CMP001,CUST3672,iOS,Tablet,begin_checkout,5,3,676,8
CMP005,CUST1151,Android,Tablet,add_to_wishlist,2,2,595,12
CMP006,CUST1689,Android,Mobile,view_item,1,9,735,5
CMP006,CUST3692,Android,Mobile,sign_up,4,3,627,15
CMP003,CUST0490,iOS,Tablet,add_to_cart,3,2,352,10
CMP001,CUST2297,Android,Mobile,click_promotion,4,6,343,2
CMP003,CUST2673,Web,Tablet,add_payment_info,6,7,844,20
CMP004,CUST3817,Web,Mobile,begin_checkout,5,10,1774,8
CMP004,CUST4075,Android,Mobile,login,1,4,536,13
CMP004,CUST2217,iOS,Tablet,login,1,3,1085,14
CMP006,CUST3799,Web,Mobile,search,2,10,1323,14
CMP005,CUST3089,Web,Tablet,add_to_wishlist,2,6,511,4
CMP002,CUST2043,Web,Desktop,remove_from_cart,0,4,746,6
CMP006,CUST3932,iOS,Mobile,purchase,7,3,852,17
CMP001,CUST1490,Web,Mobile,click_promotion,4,7,1524,8
CMP001,CUST4630,Android,Tablet,share,3,6,1413,1
CMP006,CUST1234,Android,Tablet,sign_up,4,5,685,1
CMP003,CUST3034,Android,Mobile,remove_from_cart,0,3,456,5
CMP004,CUST3504,Android,Tablet,click_promotion,4,8,1196,4
CMP003,CUST1696,Web,Tablet,remove_from_cart,0,3,936,4
CMP005,CUST3886,Web,Desktop,add_payment_info,6,8,1753,6
CMP006,CUST1291,Web,Tablet,search,2,2,1007,2
CMP005,CUST0049,iOS,Mobile,add_to_wishlist,2,8,662,19
CMP006,CUST4424,Web,Desktop,purchase,7,2,1081,5
CMP004,CUST4268,iOS,Mobile,add_to_wishlist,2,2,649,11
CMP006,CUST4331,Android,Tablet,add_payment_info,6,7,1043,7
CMP002,CUST4805,Web,Tablet,remove_from_cart,0,5,1674,7
CMP004,CUST3167,Web,Tablet,login,1,8,1773,8
CMP004,CUST2845,Android,Mobile,share,3,7,1207,20
CMP004,CUST2801,Android,Tablet,add_to_wishlist,2,10,1624,5
CMP001,CUST0043,iOS,Tablet,login,1,6,1241,16
CMP001,CUST1518,iOS,Tablet,remove_from_cart,0,7,1114,4
CMP003,CUST0801,Android,Mobile,share,3,2,164,14
CMP005,CUST3999,Android,Mobile,begin_checkout,5,9,374,20
CMP004,CUST0860,iOS,Mobile,purchase,7,2,973,13
CMP001,CUST4838,iOS,Mobile,search,2,9,1543,11
CMP002,CUST2692,Android,Mobile,view_item,1,3,365,15
CMP001,CUST0354,iOS,Tablet,remove_from_cart,0,8,565,19
CMP006,CUST2294,Android,Tablet,login,1,2,1121,15
CMP001,CUST2058,Android,Tablet,begin_checkout,5,1,284,7
CMP005,CUST3046,iOS,Mobile,click_promotion,4,6,269,20
CMP001,CUST3956,Android,Tablet,login,1,10,1671,18
CMP001,CUST0158,Android,Tablet,begin_checkout,5,9,438,6
CMP004,CUST2290,Android,Mobile,view_item,1,1,1246,1
CMP005,CUST4200,Web,Tablet,remove_from_cart,0,8,1505,6
CMP001,CUST0742,Android,Tablet,begin_checkout,5,2,719,15
CMP003,CUST3504,iOS,Tablet,remove_from_cart,0,10,1532,9
CMP006,CUST3521,Web,Mobile,remove_from_cart,0,7,581,2
CMP006,CUST4497,iOS,Mobile,add_to_cart,3,9,143,19
CMP002,CUST2229,Android,Tablet,begin_checkout,5,9,292,14
CMP002,CUST4828,iOS,Tablet,remove_from_cart,0,1,1704,6
CMP004,CUST3928,iOS,Mobile,remove_from_cart,0,2,1385,13
CMP001,CUST2699,Web,Mobile,add_to_cart,3,1,1166,2
CMP005,CUST1099,Android,Tablet,begin_checkout,5,10,1076,7
CMP005,CUST2693,iOS,Mobile,purchase,7,8,333,9
CMP003,CUST2575,Web,Desktop,add_payment_info,6,3,1385,16
CMP001,CUST0313,Android,Tablet,purchase,7,4,290,3
CMP005,CUST0607,Android,Mobile,purchase,7,2,1560,19
CMP001,CUST1032,iOS,Tablet,add_to_wishlist,2,10,1418,20
CMP006,CUST1141,iOS,Mobile,login,1,6,461,1
CMP004,CUST2913,iOS,Tablet,add_to_wishlist,2,7,823,6
CMP003,CUST0506,Android,Tablet,view_item,1,8,182,8
CMP005,CUST2928,Android,Tablet,add_payment_info,6,6,424,9
CMP001,CUST1400,Android,Mobile,add_payment_info,6,6,1478,19
CMP004,CUST2224,Web,Tablet,add_to_cart,3,8,652,9
CMP006,CUST3477,iOS,Mobile,begin_checkout,5,4,740,10
CMP005,CUST0201,iOS,Mobile,click_promotion,4,8,191,16
CMP006,CUST4606,iOS,Tablet,sign_up,4,1,972,5
CMP005,CUST2187,Web,Mobile,share,3,10,183,3
CMP001,CUST2901,iOS,Tablet,click_promotion,4,7,474,1
CMP003,CUST1086,iOS,Tablet,click_promotion,4,1,291,10
CMP003,CUST4613,Web,Tablet,add_to_wishlist,2,4,1357,11
CMP006,CUST2125,iOS,Mobile,share,3,8,267,8
CMP004,CUST3529,Web,Mobile,login,1,9,524,12
CMP003,CUST2868,iOS,Tablet,click_promotion,4,4,279,10
CMP006,CUST4702,Android,Tablet,search,2,9,812,14
CMP004,CUST3918,iOS,Mobile,add_payment_info,6,1,364,6
CMP002,CUST4421,iOS,Tablet,remove_from_cart,0,3,1706,9
CMP006,CUST4183,iOS,Mobile,purchase,7,7,243,15
CMP002,CUST3467,Android,Mobile,purchase,7,6,167,2
CMP004,CUST2034,iOS,Mobile,sign_up,4,9,65,13
CMP006,CUST1580,iOS,Tablet,purchase,7,7,611,14
CMP004,CUST4556,iOS,Mobile,remove_from_cart,0,4,1488,18
CMP002,CUST3250,Web,Desktop,remove_from_cart,0,10,682,14
CMP005,CUST4095,iOS,Mobile,share,3,7,173,3
CMP006,CUST1668,iOS,Tablet,add_to_wishlist,2,2,1436,11
CMP003,CUST4745,iOS,Tablet,search,2,2,178,16
CMP003,CUST3933,Android,Mobile,login,1,9,1150,4
CMP001,CUST2174,Android,Mobile,click_promotion,4,7,1071,13
CMP004,CUST1792,iOS,Tablet,add_to_cart,3,4,170,7
CMP004,CUST4706,Web,Mobile,view_item,1,3,534,13
CMP001,CUST0444,iOS,Tablet,click_promotion,4,3,1727,11
CMP002,CUST3499,iOS,Tablet,add_to_cart,3,2,1068,6
CMP006,CUST4772,Android,Mobile,sign_up,4,2,687,10
CMP006,CUST1335,Android,Mobile,share,3,9,1730,16
CMP003,CUST2272,Web,Tablet,begin_checkout,5,7,479,12
CMP003,CUST4445,Web,Tablet,login,1,3,616,13
CMP004,CUST3438,iOS,Tablet,add_to_wishlist,2,8,1523,18
CMP006,CUST4180,Android,Tablet,view_item,1,6,1614,9
CMP002,CUST0316,Web,Tablet,begin_checkout,5,10,666,3
CMP006,CUST3237,Web,Desktop,share,3,7,1353,18
CMP006,CUST0747,iOS,Tablet,share,3,10,975,15
CMP002,CUST0410,Android,Tablet,purchase,7,7,1574,8
CMP001,CUST1426,Web,Tablet,share,3,5,946,1
CMP006,CUST3340,Web,Tablet,remove_from_cart,0,7,143,14
CMP001,CUST1969,Web,Desktop,add_to_wishlist,2,7,1729,7
CMP002,CUST1086,iOS,Mobile,remove_from_cart,0,2,1121,14
CMP001,CUST2495,Web,Tablet,purchase,7,7,157,19
CMP003,CUST0802,iOS,Tablet,remove_from_cart,0,7,1157,12
CMP004,CUST1157,Android,Mobile,purchase,7,10,199,16
CMP003,CUST3521,Android,Tablet,view_item,1,6,1186,8
CMP003,CUST2468,Web,Desktop,purchase,7,7,502,15
CMP003,CUST0082,Android,Tablet,login,1,2,797,6
CMP004,CUST1422,Android,Tablet,search,2,5,114,8
CMP001,CUST2077,Web,Tablet,click_promotion,4,8,137,2
CMP004,CUST1260,Web,Desktop,search,2,5,1701,5
CMP002,CUST0366,iOS,Mobile,add_to_cart,3,8,683,20
CMP005,CUST1890,iOS,Mobile,click_promotion,4,1,247,13
CMP001,CUST4397,Web,Mobile,search,2,1,1800,16
CMP005,CUST2125,Web,Mobile,remove_from_cart,0,2,185,7
CMP005,CUST2096,Android,Mobile,login,1,2,178,10
CMP001,CUST2658,Web,Tablet,search,2,10,683,4
CMP002,CUST0478,Android,Mobile,view_item,1,7,983,19
CMP006,CUST2589,Android,Mobile,click_promotion,4,6,135,11
CMP002,CUST4444,Android,Tablet,sign_up,4,9,866,3
CMP001,CUST1306,Web,Tablet,add_to_wishlist,2,9,1570,12
CMP005,CUST0627,Android,Mobile,add_to_cart,3,9,1176,16
CMP001,CUST4581,iOS,Tablet,remove_from_cart,0,2,1591,7
CMP005,CUST2388,iOS,Tablet,purchase,7,4,216,3
CMP002,CUST3942,iOS,Tablet,purchase,7,6,791,16
CMP001,CUST3144,Web,Mobile,click_promotion,4,4,998,16
CMP002,CUST0451,iOS,Tablet,view_item,1,7,755,3
CMP004,CUST3033,Web,Desktop,login,1,9,244,17
CMP005,CUST4586,iOS,Tablet,add_to_cart,3,5,226,6
CMP005,CUST1400,Web,Tablet,login,1,4,506,2
CMP004,CUST0384,iOS,Tablet,sign_up,4,10,692,11
CMP006,CUST0019,Web,Tablet,search,2,4,1369,12
CMP002,CUST0707,iOS,Tablet,share,3,2,907,3
CMP003,CUST0656,Android,Tablet,view_item,1,10,347,8
CMP004,CUST3428,Web,Tablet,purchase,7,2,89,18
CMP001,CUST0762,Web,Desktop,search,2,3,657,18
CMP003,CUST0258,Android,Tablet,remove_from_cart,0,1,1132,14
CMP001,CUST1527,Web,Mobile,sign_up,4,6,1660,3
CMP003,CUST3709,Android,Tablet,share,3,1,829,11
CMP006,CUST4404,Android,Tablet,click_promotion,4,8,549,7
CMP001,CUST3889,Android,Tablet,add_to_wishlist,2,5,1238,10
CMP005,CUST1868,Web,Mobile,login,1,10,164,9
CMP002,CUST0649,Web,Mobile,begin_checkout,5,2,1517,6
CMP004,CUST1761,Android,Mobile,begin_checkout,5,8,916,3
CMP001,CUST2880,iOS,Mobile,add_to_wishlist,2,5,1129,1
CMP005,CUST2066,Android,Tablet,click_promotion,4,6,1129,13
CMP002,CUST3747,iOS,Tablet,add_payment_info,6,9,1293,5
CMP005,CUST4341,Web,Tablet,login,1,10,953,15
CMP002,CUST4626,iOS,Tablet,sign_up,4,4,358,6
CMP004,CUST4979,Web,Mobile,share,3,10,41,1
CMP004,CUST0171,Android,Mobile,add_to_wishlist,2,7,1633,14
CMP005,CUST4195,Web,Desktop,purchase,7,5,1751,13
CMP001,CUST3292,iOS,Tablet,add_payment_info,6,9,1651,17
CMP002,CUST0503,iOS,Tablet,click_promotion,4,9,757,8
CMP003,CUST4971,Web,Desktop,search,2,5,1165,13
CMP005,CUST2080,Android,Mobile,purchase,7,6,406,11
CMP006,CUST0334,iOS,Mobile,view_item,1,9,1054,1
CMP003,CUST0396,iOS,Tablet,purchase,7,6,928,20
CMP002,CUST0687,Android,Tablet,purchase,7,3,796,1
CMP004,CUST4843,Android,Tablet,begin_checkout,5,7,132,2
CMP003,CUST3856,Android,Tablet,add_to_wishlist,2,8,1734,10
CMP005,CUST2718,Web,Tablet,purchase,7,5,1097,19
CMP002,CUST0082,Web,Tablet,click_promotion,4,7,904,12
CMP005,CUST4104,Android,Mobile,remove_from_cart,0,2,782,3
CMP004,CUST3837,Android,Mobile,click_promotion,4,6,549,5
CMP002,CUST3323,Android,Mobile,add_to_wishlist,2,5,753,10
CMP001,CUST1082,Android,Tablet,click_promotion,4,2,736,7
CMP004,CUST3160,iOS,Tablet,click_promotion,4,2,1448,20
CMP001,CUST3705,Web,Desktop,click_promotion,4,2,483,15
CMP002,CUST0897,iOS,Mobile,view_item,1,5,1275,10
CMP006,CUST4620,iOS,Mobile,add_to_cart,3,3,1011,8
CMP003,CUST4720,Android,Tablet,search,2,3,1122,19
CMP005,CUST3041,Android,Tablet,login,1,10,1275,14
CMP001,CUST4201,Android,Tablet,login,1,3,171,20
CMP004,CUST0707,Android,Mobile,purchase,7,4,771,10
CMP001,CUST4261,Web,Mobile,add_to_cart,3,3,1012,5
CMP004,CUST4278,iOS,Tablet,add_payment_info,6,2,1287,16
CMP003,CUST2779,Web,Desktop,sign_up,4,6,766,20
CMP005,CUST3398,iOS,Mobile,click_promotion,4,5,1075,14
CMP006,CUST1995,iOS,Mobile,sign_up,4,1,429,12
CMP002,CUST2248,Web,Tablet,add_payment_info,6,10,1154,15
CMP002,CUST1695,Android,Tablet,begin_checkout,5,4,562,19
CMP004,CUST4001,iOS,Tablet,click_promotion,4,7,769,15
CMP002,CUST3520,Web,Desktop,view_item,1,9,969,8
CMP003,CUST2910,Android,Tablet,begin_checkout,5,5,955,9
CMP003,CUST1551,iOS,Tablet,begin_checkout,5,2,1057,10
CMP006,CUST3733,Web,Tablet,add_payment_info,6,6,584,1
CMP001,CUST4930,Android,Mobile,purchase,7,7,121,10
CMP003,CUST1431,Web,Desktop,sign_up,4,9,1146,8
CMP003,CUST3557,iOS,Mobile,click_promotion,4,3,852,2
CMP003,CUST3100,Android,Mobile,share,3,10,1708,19
CMP005,CUST1907,Web,Desktop,click_promotion,4,4,1197,15
CMP006,CUST1114,iOS,Mobile,login,1,1,214,15
CMP003,CUST0336,Android,Tablet,begin_checkout,5,1,670,6
CMP002,CUST2163,iOS,Tablet,begin_checkout,5,6,41,13
CMP006,CUST3661,Web,Desktop,remove_from_cart,0,5,1659,14
CMP004,CUST4677,Android,Mobile,begin_checkout,5,3,435,12
CMP006,CUST4513,iOS,Tablet,login,1,7,252,7
CMP003,CUST3203,iOS,Tablet,sign_up,4,4,519,1
CMP003,CUST4151,Android,Mobile,sign_up,4,5,807,16
CMP001,CUST4719,iOS,Tablet,begin_checkout,5,7,834,17
CMP004,CUST1654,Web,Desktop,begin_checkout,5,4,1511,7
CMP002,CUST2546,iOS,Mobile,begin_checkout,5,2,118,4
CMP002,CUST1626,Web,Tablet,view_item,1,2,1738,14
CMP005,CUST1244,Android,Tablet,add_to_cart,3,7,1699,13
CMP001,CUST3861,Android,Mobile,login,1,8,1382,9
CMP002,CUST2740,Android,Tablet,add_to_wishlist,2,6,941,12
CMP003,CUST1784,iOS,Mobile,sign_up,4,10,670,13
CMP006,CUST1200,iOS,Tablet,sign_up,4,6,244,15
CMP004,CUST3137,Android,Mobile,begin_checkout,5,1,1046,3
CMP005,CUST2280,Android,Mobile,add_payment_info,6,4,1656,1
CMP005,CUST0290,Web,Tablet,add_to_cart,3,1,566,9
CMP002,CUST3036,iOS,Tablet,purchase,7,8,556,4
CMP005,CUST2034,iOS,Tablet,add_to_cart,3,3,212,1
CMP001,CUST2508,iOS,Tablet,remove_from_cart,0,8,1223,19
CMP006,CUST3352,Web,Desktop,add_to_wishlist,2,9,1642,1
CMP001,CUST1671,iOS,Tablet,view_item,1,9,619,13
CMP005,CUST3674,Web,Desktop,add_to_wishlist,2,4,1409,12
CMP003,CUST3219,iOS,Tablet,search,2,6,454,12
CMP004,CUST0363,iOS,Tablet,add_to_cart,3,5,1275,15
CMP001,CUST2354,Android,Mobile,search,2,9,1272,2
CMP004,CUST0671,Web,Mobile,view_item,1,8,1212,20
CMP004,CUST2827,iOS,Tablet,sign_up,4,5,683,1
CMP005,CUST0499,Android,Tablet,login,1,9,291,3
CMP002,CUST3127,Android,Tablet,search,2,10,1448,14
CMP004,CUST1995,Android,Mobile,view_item,1,7,668,11
CMP003,CUST3526,Android,Mobile,search,2,8,1196,4
CMP004,CUST2732,iOS,Mobile,sign_up,4,3,212,9
CMP006,CUST1554,iOS,Mobile,remove_from_cart,0,5,1633,8
CMP006,CUST0740,Android,Mobile,purchase,7,10,1776,12
CMP002,CUST2850,Android,Tablet,view_item,1,1,863,14
CMP005,CUST4677,Android,Tablet,sign_up,4,1,233,8
CMP005,CUST1203,Android,Mobile,add_payment_info,6,4,1536,14
CMP003,CUST2331,Web,Mobile,purchase,7,8,1347,2
CMP006,CUST2510,Android,Tablet,add_to_wishlist,2,7,605,15
CMP005,CUST3367,iOS,Tablet,click_promotion,4,1,913,1
CMP001,CUST3765,Android,Tablet,view_item,1,10,1621,2
CMP002,CUST2429,Android,Tablet,add_to_cart,3,2,647,14
CMP003,CUST1709,Android,Tablet,add_to_cart,3,6,1608,7
CMP002,CUST4637,iOS,Tablet,view_item,1,4,868,1
CMP001,CUST1096,Android,Tablet,add_to_cart,3,4,1269,1
CMP003,CUST3120,Web,Mobile,login,1,3,187,6
CMP001,CUST1214,Android,Tablet,login,1,7,1229,15
CMP001,CUST0549,Web,Mobile,purchase,7,7,1459,13
CMP006,CUST1824,iOS,Tablet,add_to_wishlist,2,6,829,13
CMP006,CUST1080,Android,Mobile,add_to_wishlist,2,5,557,19
CMP006,CUST4026,Web,Mobile,begin_checkout,5,4,142,4
CMP004,CUST0079,Android,Mobile,begin_checkout,5,10,1466,5
CMP005,CUST2888,Web,Tablet,add_to_cart,3,2,1545,15
CMP005,CUST4407,Web,Desktop,remove_from_cart,0,6,253,5
CMP006,CUST2479,Web,Desktop,login,1,4,1346,11
CMP002,CUST4693,Web,Tablet,add_to_wishlist,2,2,1295,3
CMP001,CUST2428,iOS,Mobile,view_item,1,1,830,18
CMP001,CUST0465,Web,Desktop,login,1,3,1465,9
CMP005,CUST3746,iOS,Mobile,purchase,7,1,1573,15
CMP002,CUST4070,Web,Desktop,sign_up,4,1,1707,13
CMP001,CUST2365,Web,Tablet,remove_from_cart,0,10,1612,13
CMP002,CUST2312,iOS,Mobile,purchase,7,1,1252,2
CMP005,CUST4025,Android,Tablet,sign_up,4,3,655,18
CMP004,CUST0767,iOS,Mobile,login,1,4,1683,12
CMP005,CUST2487,Web,Tablet,remove_from_cart,0,9,1456,9
CMP003,CUST4158,Android,Mobile,begin_checkout,5,9,1776,12
CMP002,CUST4198,iOS,Tablet,add_to_cart,3,8,746,11
CMP001,CUST4887,Web,Mobile,add_to_wishlist,2,6,1348,17
